,date,name_ja,description,show_id,show,show_ja
149,2018-06-06,Unknown,子供に乗っかって商売してる芸能人の実家No.1 ロバート秋山の実家説 ・ 説教食らった後 派手な言い間違いされても指摘しづらい説 ・ 大人になっても苦手なモノ それなりのトラウマエピソードある説 ・ 日本の在来種も世界のどこかで迷惑かけてる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
150,2018-06-13,Unknown,二重から一重に整形する人いない説 ・ ホントドッキリ ・ 大喜利苦手芸人 酔った状態の方が面白い説 ・ ソフトクリームが売ってないサービスエリアなど存在しない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
151,2018-06-20,Unknown,テレビに食べ物が映ったら同じもの食わなきゃいけない生活 フードファイターなら24時間ギリ達成できる説 ・ 丑の刻参りの頭にロウソクスタイル 熱すぎて呪いどころじゃない説 ・ 早朝新種目シミュレーション,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
152,2018-07-04,Unknown,隠せば引っ張れる説 ・ ツッコミチャレンジ第2弾 ハライチのネタver. ・ IKKO 四文字ワードさえ言っていればロケ成立する説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
153,2018-07-18,Unknown,痩せてた頃モテていたデブ 太った今でもそこそこモテる説 ・ 歌がめちゃくちゃ上手ければカラオケで狙った得点出せる説 ・ 少年野球でサブマリンのピッチャー 親の意向が100％説 ・ 重量借り物競走説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
154,2018-07-25,Unknown,怖い顔してたら隣に誰も座ってこない説 ・ 国道1号線に落ちてるポイ捨てタバコのフィルターを拾いながら歩いたら名古屋くらいでそばがら的なマクラ完成する説 ・ ヤンキー武勇伝のオチ「気付いたら病院だった」が8割説 ・ 名前の画数 100画超えの人 存在する説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
155,2018-08-01,Unknown,愛犬ドミノチャレンジ ・ 2018年でもベッカムヘアまだギリ存在する説 ・ リアルスラムドッグミリオネア 第2弾 ・ 歩き食いできる食べ物 ラーメンが限界説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
156,2018-08-15,Unknown,ロケ中にタレントを撒くことなど容易説 ・ 誕生日サプライズ 匂わされたら ついつい色めき立っちゃう説 ・ いくら彦摩呂でも カメラなしで食レポしてたら おっかない説 ・ どんなに渋い競技にも専用トロフィー存在する説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
157,2018-08-22,Unknown,不思議ちゃん設定 パターン枯渇してる ・ 人を笑わせられる距離の限界 100m説 ・ 全裸におぼんのネタ衣装でアキラ100%から説教食らったらギャップで逆に笑っちゃう説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
158,2018-09-12,Unknown,空手家vs棒を使う競技のプロ 空手家が道具に1発蹴りを入れていいルールならいい勝負になる説 ・ 子供が拾ってきたペットを親に隠して飼うあのパターン マックス人までいける説 ・ 100歳以上のヘビースモーカー 存在しない説 ・ 友達に「こんにちは」と言う人いない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
159,2018-09-26,Unknown,松本人志の親戚 さすがに10親等離れたらその自覚ない説 ・ ものまねショーに本人がそっくりさんとして出ても意外と気付かれない説 ・ モノマネ芸人に音痴いない説 ・ どんなにバレバレのダメドッキリでも芸人ならつい乗っかっちゃう説 ・ アスリートが仕掛け人のドッキリ 大根すぎて逆に面白いんじゃないか説 (#036 2015.04.22) ・ SNSを張り込んでいれば芸能人に会える説 (#041 2015.06.03),suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
160,2018-10-03,Unknown,「よろしくお願いします」 「よ」と「す」さえ合っていれば 間は何でもいける説 ・ 中継先に現れたヤバめ素人のさばき方で芸人の力量 丸わかり説 ・ クロちゃんのベッドの下 ギリ人も住める説 ・ MONSTER HOUSE 1st WEEK,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
161,2018-10-24,Unknown,1週間○○生活 目を離したらやっぱり他のもん食っちゃう説 ・ 芸人コンビのネタ作ってない方 相方がどんなにつまんないネタ作ってきても文句言う権利ない説 ・ 寿司 サビ抜きじゃない未就学児など存在しない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
162,2018-10-31,Unknown,芸能界一 細いすきま通れるの片岡鶴太郎説 ・ 身長2ｍ超えの文化系 存在する説 ・ MONSTER HOUSE 2nd WEEK,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
163,2018-11-14,Unknown,親子リアル脱出ゲーム ・ 一生刑務所暮らしと一生無人島暮らし 選ぶ人ちょうど半々説 ・ 職務質問された時ポケットに入ってたら気まずいモノ ブラジャーと復習ノート ちょうど半々説 ・ 夏なのに冬服生活と冬なのに夏服生活 選ぶ人ちょうど半々説 ・ TBSとテレ東 無くなったら困る人ちょうど半々説 ・ MONSTER HOUSE 3rd WEEK,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
164,2018-11-28,Unknown,「ねこふんじゃった」一番速く弾けるのピアノ説 ・ ブーメランパンツ 凍らせて投げたら返ってくるんじゃないか説 ・ 犬ちゃん「ワンちゃん」と読んじゃう説 ・ 背泳ぎ 一番端のコースならプールサイドを走ってゴールしても相手にバレない説 ・ 歯磨き粉 中身がミントアイスでもバレない説 ・ 歌詞に「BABY」が最も出てくる曲 布袋のスリル説 ・ 米 10秒に1粒なら永遠に食える説 ・ 日本一 出席番号の早い名前「相内 愛」説 ・ 知らない人同士のにらめっこ 決着つかない説 ・ 鬼瓦 隙だらけ説 ・ 千手観音 腕千本ない説 ・ ベン・ジョンソン 白くしたら○○にそっくり説 ・ 水タバコ吸ってる時に説教食らったら 以降は豪快に煙吐けない説 ・ ツルハシ絶滅説 ・ クサくて起きることない説 ・ ご飯の大盛りサービス 2倍以上はどうかしてる説 ・ 池の周りを歩く系の算数問題 実際に歩けばバカでも正解導きだせる説 ・ ロード「ちょうど一年前に」だけでも歌える説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
165,2018-12-05,Unknown,カバンの中身チェックで出てきたヤバイ物のさばき方で芸人の力量丸わかり説 ・ エレベーター早着替えチャレンジ ・ MONSTER HOUSE 4th WEEK,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
166,2018-12-12,Unknown,どんな芸人でもめちゃくちゃ地元なら好きな芸人ランキングで1位になれる説 ・ 巨大風船 いつまでたっても破裂しなくても芸人ならずっとビビり続けられる説 ・ MONSTER HOUSE 5th WEEK,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
167,2018-12-19,Unknown,日本最重量の女性でもお姫様だっこできる男 この世のどこかに存在する説 ・ 朝起きて嫁と子供がよく似た別人になってたらまだ夢かと思う説 ・ おっぱい星人 絶滅説 ・ MONSTER HOUSE 6th WEEK,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
168,2018-12-26,Unknown  season finale,第4回 替え歌 最強トーナメント ・ Mr.シャチホコのオレオレ電話でアッコファミリー全員集められる説 ・ MONSTER HOUSE 7th WEEK ・ としまえんから生放送 真・MONSTER HOUSE 収監をかけてクロちゃん国民投票,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
169,2019-01-09,パネラーの説検証SP,コンビニ店員で実際にカラーボールを強盗に当てた事ある人 存在しない説 ・ 「イマル」という名前 IMALUが最初説 ・ めちゃくちゃ喉が渇いてたら センブリ茶でも気付かず飲める説 ・ 同じスポーツをやっている兄弟 弟・妹の方が強い説 ・ 「噂の!東京マガジン」 日本一 白髪の多い番組説 ・ 漫才の客席に元カノがいたら 間がズタズタになる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
170,2019-01-16,◆芸人ならどんなにキツめの設定背負わされてもつい乗っかっちゃう説など,芸人ならどんなにキツめの設定背負わされてもつい乗っかっちゃう説 ・ モノマネ芸人だったら初めてのモノマネでも伝言ゲームで最後まで伝えられる説 ・ 1つのメニューのみでやっている店 どんなジャンルにも存在してる説 ・ ミスター押忍の「押忍」でBINGOできる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
171,2019-01-30,ドッキリのネタばらし 架空の番組名を言われてもつい知ったかぶりしちゃう説など,1時間に1回泣かないといけない生活 泣けるアイテムが充実していてもしんどい説 ・ クマ倒したジジイ-1GP ・ ドッキリのネタばらし 架空の番組名を言われてもつい知ったかぶりしちゃう説 ・ 結局一番クサいモノ○○説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
172,2019-02-06,ミスター押忍の「押忍！空手道」第2弾など,ロケ中にタレントを撒くことなど容易説 第2弾 ・ 自転車の上でも人はなんとか生活できる説 ・ ミスター押忍の「押忍！空手道」第2弾,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
173,2019-02-13,IKKOとチョコレートプラネット松尾 もはや身近な人でも声聞き分けられない説など,IKKOとチョコレートプラネット松尾 もはや身近な人でも声聞き分けられない説 ・ “奇人”芸人No.1決定戦 ・ 仙人みたいなおじいさんの笑い声「フォッフォッフォ」説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
174,2019-02-20,2018年予告ドッキリなど,2018年予告ドッキリ ・ 悲鳴-1グランプリ ・ 日本一 髪が長い男芸人 トム・ブラウン布川説 ・ DESIRE 合いの手選手権,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
175,2019-02-27,芸人解散ドッキリ 師匠クラスの方が切ない説など,家に人が山ほど隠れていても意外と気付かない説 ・ 芸人解散ドッキリ 師匠クラスの方が切ない説 ・ 飲食店に貼ってあるサイン 最古のモノはもはや真っ茶色説 ・ 外国人に「浜田と松本どっちがゴリラに似てる？」と聞いたら意外と松本と答えるんじゃないか説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
176,2019-03-06,自分の楽屋であってもキス現場目撃したらとりあえず謝っちゃう説など,逆挨拶チャレンジ ・ 4世代対抗リレー ・ 自分の楽屋であってもキス現場目撃したらとりあえず謝っちゃう説 ・ ガンコな汚れ-1グランプリ,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
177,2019-03-13,「いい意味で」悪口でも怒られない説▼芸歴が長いバイト芸人は?▼たたいてかぶってジャンケンポン,「いい意味で」をつければどんな悪口でも怒られない説 ・ 未だにバイトしてる最も芸歴が長い芸人 リットン調査団説 ・ 三つ巴 盛り上がる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
178,2019-03-20,『しあわせあかつ計画』あかつが家族のために,しあわせあかつ計画 説タイトル100個暗記できたら100万円 ・ ・ドレミの歌 突然の「ソは青い空」はいかがなものか説 ・ ・金田一のトリック アクロバティックすぎてほぼSASUKE説 ・ ・水族館の水槽 ウニの代わりに栗が入っていても気付かない説 ・ ・吉幾三の「俺ら東京さ行ぐだ」と同じ状況の村 現存する説 ・ ・芸人なら自分のネタと同じ状況が現実に起きたら完璧にツッコめる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
179,2019-03-27,愛煙家、喫煙所までの道のりがどんなに困難▼怪しい占い師▼打ち合わせ相手の名前,愛煙家 喫煙所までの道のりがどんなに困難でも向かっちゃう説 ・ なにやら占い師に傾倒し始めた相方が改名を訴えてきても応じられない説 ・ 打ち合わせ相手の名前 聞いた直後なのに答えられないようでは芸能人並びに社会人失格説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
180,2019-04-03,「お前が○○するんかい!」▼説教中の「帰れ!」▼不気味なファンレター,「お前が歌うんかい！」のパターン ツッコミ芸人ならどんな状況でも一発でツッコめる説 ・ 説教中の「帰れ！」額面通り受け取るわけにはいかない説 ・ 忘れられない不気味なファンレター 芸能人なら1つはある説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
181,2019-04-10,授業中に先生の目を盗んで完食▼アスリートが仕掛け人のドッキリ▼達人なら背後からの攻撃を察知,早弁先生 第3弾 ・ アスリートが仕掛け人のドッキリ 大根すぎて逆に面白いんじゃないか説 ・ 達人であっても背後からの気配実際に感じること不可能説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
182,2019-04-24,▼飲み物吹き出させるかなり難しい説▼空気砲▼立ちっぱなしVS座りっぱなし▼池谷直樹が最強説,笑いや驚きで飲み物吹き出させるの現実にはかなり難しい説 ・ 空気砲 色が付いてなければ不可避説 ・ 立ちっぱなしと座りっぱなし 意外と座りっぱなしの方がしんどい説 ・ 池谷直樹式の腕立て伏せ 池谷直樹が最強説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
183,2019-05-08,芸人を密室に隔離して…新元号を当てるまで脱出できない生活!情報ゼロで「令和」にたどり着くことはできるのか!?,新元号を当てるまで脱出できない生活,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
184,2019-05-15,日本生活が長い外国人驚いた時の第一声▼ロッシー、何でも受け入れちゃいすぎ▼コワモテ男性の「お前に娘はやらん」,日本生活が長い外国人でもめちゃくちゃ驚いた時の第一声は母国語説 ・ ロッシー 何でも受け入れちゃいすぎておっかない説 ・ コワモテ男性 一度は「お前に娘はやらん」と言われたことある説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
185,2019-05-29,みんなの説SP,街で母親と出会ってもめちゃくちゃよそよそしかったら そのうちスゴく似ている別人だと思い始める説 ・ 引っ張って温めるタイプの牛タン弁当の紐が実はパーティーのクラッカーになっていても手前で気付きようない説 ・ パチンコ屋店員の休日の過ごし方第1位 パチンコ説 ・ どっちが正解かわからない言い争いの答えを電話で他人に確認して自分の意見が正解だったとき 電話を切ったあとの第一声「ほらー」説 ・ マラソンで優勝したのにゴールの瞬間手を上げない選手などいない説 ・ 歌詞の中に出てくる髪型 ポニーテールがダントツ説 ・ 起きた時VRの世界だったらめちゃくちゃビックリする説 ・ めちゃくちゃ怒れば どんな生き物にも怒り伝わる説 ・ トゲトゲの首輪してるブルドッグ 実在しない説 ・ クロスワードの本買う人 直近の予定ない説 ・ 彦摩呂 マズイ料理もいい感じにディスれる説 ・ 「駄々をこねる」大人がやっても有効説 ・ 松尾伴内の似顔絵 ほうれい線描かないわけにはいかない説 ・ 小学生が使う漢字ドリル「殺す」の例文は全て「息を殺す」説 ・ 「布袋」さんのあだ名 100%あの布袋関連説 ・ 「ストロング」といえば？20代は「ゼロ」60歳以上は「小林」説 ・ 他人のパーカーのフードにこっそり小銭入れていっても1万円くらいまでバレないんじゃないか説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
186,2019-06-05,▼「俺に何か言うことないか?」とカマかけられたら▼ウドが「すみません」▼マジシャンが隠し球,「俺に何か言わなきゃいけないことないか？」とカマかけられたらベタに余計なこと喋っちゃう説 ・ キャイ～ン 1日連動電流生活 ・ ピッチャーとファーストがマジシャンだったら隠し球で軒並みアウトに出来る説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
187,2019-06-12,中継先に素人ベテランリポーターならさばける説▼4世代家族リレー▼説教中あの色ナシ臭いアリ,中継先にヤバめ素人が現れてもベテランリポーターなら華麗にさばける説 ・ 4世代対抗リレー 第2弾 ・ 説教食らってる時 あの色ナシ臭いアリ空気砲食らってもクサいとは言えない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
188,2019-06-19,IKKOから「背負い投げ」▼「うるさい」と指摘されたら即終了▼4の字固め,IKKOワード言わせ合い対決 ・ プライベート大声選手権 ・ 4の字固め 女性に電話口で伝えるの不可能説説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
189,2019-06-26,後輩にキレたあと先輩の前地獄説▼カレーの匂い全員カレー食う説▼墓場まで持っていく話,後輩にめちゃくちゃキレたあと 不機嫌な顔を見せづらい先輩の前でおちゃらけを演じなきゃいけない状況 地獄説 ・ 女子中高瀬の人気芸人ランキング 流石にもうNONSTYLEランク外説 ・ 打ち合わせ中 隣の部屋からカレーの匂いを送り続けたら その後全員カレー食う説 ・ 「墓場まで持っていく話」後期高齢者に頼み込んだら教えてもらえるんじゃないか説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
190,2019-07-03,▼おぼんこぼん企画第2弾 仲直り大作戦▼有名人の連絡先を知っている一般人その場で呼び出し,一声かければ有名人呼び出せる素人 都会なら結構存在する説 ・ おぼん・こぼんでも催眠術さえあれば仲直りできる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
191,2019-07-17,芸人3人が街ゆく人でビンゴ対決▼「あの人は今」系のオファー▼人気ピッタリ3等分のトリオ芸人,街中異種ビンゴ大会 ・ そこそこ売れてるのに「あの人は今」系のオファーがきたらショックと不快が半々説 ・ 人気がピッタリ3等分のトリオ芸人いない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
192,2019-07-24,ネタと同じ状況で芸人は完璧にツッコめる▼地方ならダウソタウソでも意外とバレずにロケできちゃう説▼コラおじさん風男性,芸人なら自分のネタと同じ状況が現実に起きたら完璧にツッコめる説 第2弾 ・ 地方ならダウソタウソでも意外とバレずにロケできちゃう説 ・ トンビがタカを生むにも限界ある説 ・ ナゾに大道具通路を歩かされて向かいからシルクハットにステッキのコラおじさん風男性が歩いてきたらめちゃ警戒しちゃう説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
193,2019-07-31,『東大王』とのコラボSP!「大食いクイズ」で対決▼おばちゃんファンから逃走中,大食王vs東大王 「大食いクイズ」 ・ おばちゃんファンから逃走中,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
194,2019-08-07,▼「ヤリにいき放題」の汚部屋アイドル▼鳥のフン▼崖っぷちの名字調査,汚部屋アイドル ヤリにいき放題説 ・ 鳥のフン 積極的に落とされにいくの難しい説 ・ 一世帯しか存在しないのに跡継ぎがいない崖っぷちの名字 結構ある説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
195,2019-08-21,ネタの決めゼリフがスポンサーNGの営業▼丸太自作クラブでゴルフ対決▼色ナシ臭い空気砲,決めゼリフが封じられた芸人の営業 地獄説 ・ リアル“プロゴルファー猿”選手権 ・ 色ナシ臭いアリ空気砲 第3弾,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
196,2019-09-04,曲のサビで▼すべらない話のトロフィー、▼タクシー運転手の最長走行、のっぴきならない,曲のサビでちょうど涙は難しい説 第3弾 ・ 「すべらない話」のMVSトロフィー 絶対 家に飾ってある説 ・ タクシー運転手の過去最長走行距離 のっぴきならない事情ある説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
197,2019-09-11,総集編&未公開映像,ニセ番組「説タイトル」逆算クイズ ・ ・「お前が歌うんかい！」のパターン ツッコミ芸人ならどんな状況でも一発でツッコめる説 ・ ・起きた時VRの世界だったらめちゃくちゃビックリする説 (未公開映像付き) ・ ・ダンボールの中に隠れながら尾行するやつ マジでやったらバレない説 ・ ・ロケ中にタレントを撒くことなど容易説 第2弾 ・ ・誕生日サプライズ 匂わされたらついつい色めき立っちゃう説 ・ ・芸人ならどんなにキツめの設定背負わされてもつい乗っかっちゃう説 ・ ・自分の楽屋であってもキス現場目撃したらとりあえず謝っちゃう説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
198,2019-09-25,ソフトクリーム食えずに溶けて無くなっちゃう説▼街で無名芸能人のサイン▼ウザ絡みして旦那を寝かさない,ソフトクリーム買った直後に説教食らったら食べるわけにいかず溶けて無くなっちゃう説 ・ サインが飾ってある店 よく見ると全く知らない謎の人のサインも紛れてる説 ・ ウザ絡みして旦那を寝かさない女王決定戦,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
199,2019-10-23,電話口で土下座しろした事にして済ます説▼タバコに火つけた瞬間倒れたひと吸い▼街ですべらない話,電話口で「その場で土下座しろ」とキレられても さすがにしたことにして済ます説 ・ 愛煙家芸人 タバコに火をつけた瞬間に血相を変えたスタッフから「相方が倒れた」と言われてもそのまま捨てることなくひと吸いはする説 ・ 「誰でも1つはすべらない話を持っている」なら街の一般人でもギリ持っている説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
200,2019-10-30,みんなの説SP,ドッキリ仕掛け人としてクローゼットに隠れてる時 色ナシ臭いアリ空気砲食らっても出ていくわけにはいかない説 ・ 彦摩呂 海鮮丼のフタを開けて本物の宝石が入っていたらストレートに「宝石箱や」と言うはず説 ・ 押忍10回クイズ ・ ザ・グレート・カブキ お茶に見せかけてお酢をドッキリ的に飲ませたらキレイに霧状に吹き出す説 ・ ハンバーグこねた手でスナック菓子の袋開けるの不可能説 ・ 3つの競技でプロになったアスリートいない説 ・ クロちゃん 寝て起きてお花畑にいたら死んだと思う説 ・ 濡れたナスとイルカの感触 一緒説 ・ ビンタされたとこ そのあと絶対触る説 ・ デヴィ夫人 犬が1匹くらい増えていても気付かないんじゃないか説 ・ ボトルキャップチャレンジ このタイミングでアップしてるヤツおっかない説 ・ 「たむら けん○○」さんのあだ名 全員たむけん説 ・ TBSのライブラリーにある猪木のビンタだけでドレミファソラシド揃う説 ・ 歌詞の中で最も“盗んだモノ”バイク説 ・ 「ToshI」の「i→I」表記に親しんでるXファンなら「Hotel」を「ホテイ」と読む可能性も僅かながらある説 ・ スタミナ定食 だいぶ逸脱したやつが出てきても文句言えない説 ・ ミニサラダ ミニが過ぎても文句言えない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
201,2019-11-06,▼クロちゃんの新連載企画 ▼「第5回替え歌最強トーナメント」,第5回 替え歌 最強トーナメント ・ MONSTER IDOL,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
202,2019-11-13,"“モンスターアイドル""沖縄合宿へ▼アニマル夫婦がキス▼自分で作った胸像いかがなものか説",アニマル夫婦 京子の気をそらして気付かれずにキスチャレンジ ・ 生きてるうちに自分で作った胸像 いかがなものか説 ・ 生きてるうちに銅像作っちゃうタイプの社長ならハナ肇パターンやっても社員にバレない説 ・ MONSTER IDOL #2,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
203,2019-11-20,腹話術しが説教 モンスターアイドル,腹話術師に説教食らってるとき 人形も加勢してきたらさすがにそこはツッコむ説 ・ MONSTER IDOL #3,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
204,2019-12-04,春日が20年住んだむつみ荘「むつみ住みます芸人決定戦」▼「モンスターアイドル」は合宿3日目,むつみ住みます芸人 決定戦 ・ MONSTER IDOL #4,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
205,2019-12-18,「モンスターアイドル」1時間SP!,MONSTER IDOL #5,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
206,2019-12-25,▼モンスターアイドルFINAL▼史上最強のお笑いクイズ王決定戦!! ＳＰ  season finale,史上最強の“お笑い”クイズ王決定戦 ・ MONSTER IDOL 最終回,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
207,2020-01-08,ロケ中にタレントを撒く容易説～第3弾▼街ゆく人に「ご年齢は?」,ロケ中にタレントを撒くことなど容易説 第3弾 ・ 街ゆく人に「ご年齢は？」と聞いて「いくつに見えます？」と出された逆クイズ どんぴしゃで当てるの困難説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
208,2020-01-22,「田舎に泊まろう!」▼子供からもらった松ぼっくり▼ミスター押忍,「田舎に泊まろう!」で家に泊めてくれた田舎の人が「泊めて」と逆にやってきたら受け入れざるを得ない説 ・ 子供からもらった松ぼっくり 家まで持ち帰らざるを得ない説 ・ ミスター押忍の「押忍！空手道」第3弾,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
209,2020-01-29,2019年最もドッキリにかけられた▼話術さえあればどんなに遅刻をしても,2019年 予告ドッキリ ・ 話術さえあれば どんなに遅刻をしても「もう少しで着く」の電話で その場にとどまらせておくの可能説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
210,2020-02-05,ダブル八百長対決▼日本一の駅近物件▼山田勝己,ダブル八百長対決 第3弾 ・ 日本一の駅近物件なら電車がホームに到着してから家出ても間に合う説 ・ 山田勝己に「SASUKE」と言わせずロケするの不可能説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
211,2020-02-12,体内時計メリークリスマスチャレンジ,体内時計メリークリスマスチャレンジ ・ ・飛んでいるハエ 死ぬほど暇だったら達人じゃなくても箸で捕まえられる説 ・ ・ダイヤル式の南京錠 死ぬほど暇だったら自力で開けられる説 ・ ・シュレッダーで細断された文書 死ぬほど暇だったら復元できる説 ・ ・黒ひげ危機一髪 死ぬほど暇だったら完全制覇できる説 ・ ・死ぬほど暇なら松本人志の著書から文字を切り出して浜田雅功の「読め!」再構築できる説 ・ MONSTER IDOL その後の展開,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
212,2020-02-26,雪山で防寒対決を行い、そのままの格好でサウナへ!▼飲みの席で指摘されずにオナラ,防寒×防暑 ミックスルール対決 ・ 飲みの席ならオナラの音 意外に誤魔化し効く説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
213,2020-03-04,パネラーの説検証SP,若手芸人 ドッキリ仕掛けられた怒りよりも 水曜日のダウンタウンに出られた喜びが勝っちゃう説 ・ 大阪の おばはん 実は そんなにオモロくない説 ・ マジメな番組なら ズボン履いてなくても分かんないじゃないか説 ・ 漫才やコント 全然面白くない出だしからスタートしても 自分が面白いと思う芸人に 次の展開を考えてもらって数珠繋ぎをしていったら 最終的に面白いネタになる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
214,2020-03-11,バンジーNG芸人連帯責任ロケ▼アキラ100%、催眠術でもおぼんだけは死守する説,バンジーNG芸人でも飛ぶまで帰れなかったらいつかは飛ばざるを得ない説 ・ MC仕事だけど自らの改名がマストになっている番組 ローカル枠だったらギリ引き受けない説 ・ アキラ100％ 催眠術をかけられ朦朧とした意識のなかでも股間のおぼんだけは死守する説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
215,2020-03-18,『あの説は今』ちょうど6年前に…,7年目突入企画「あの説は今」 ・ ・スケバン 絶滅説 ・ ・新築で和式便所入れるヤツ マジで0人説 ・ ・海外で長期刑食らってたら その間の日本のことなんにも知らない説 ・ ・オルガを超える打算なしの年上女房など存在しない説 ・ ・美女と野獣のカップルはいるが その逆はいない説 ・ あのハナシは今 ・ ・歯無し 歌下手説 ・ ・スナックのママ ドラマみたいな恋してる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
