,episode,date,name_ja,opening_ja,dupe_number,day_order
432,422,1998-06-21,菅プレゼンツ勝って勝って勝ちまくれ！嵐のオーバー・ザ・トップ！！,笑った顔が不細工→先週は1時間近く喋ってるのに、オンエア10分あらへん→ゴキブリの話の後日談→ゴキブリが夢に出てきた→サッカーに便乗するタレントが嫌い→俺も前から応援してたぜ→私はサッカーに興味がないと言っているアナウンサーを見たことが無い→キーパーは誰でもできる→電気屋のおっさんでもキーパーはできる→[ハガキ]お相撲さんが赤ちゃんを抱くと健康に育つと言われますが、松本さんが赤ちゃんを抱くと、赤ちゃんはどう育つのですか？→三段跳びは昔７段跳びで、ホップ、ステップ、ジャンプの後に４つあったと聞きました。残りの４つについて教えてください,1,1998-06-21-1.0
433,423,1998-06-28,未公開トーク!!,ゴキブリを見るようになった→ゴキブリとの二人暮らし→ゴキブリホイホイは使いたくない→もう一つ家ができる→水枕の裏にゴキブリが大量にいた→実家はゴキブリとノミが凄かった→猫じゃなくてノミだった→風呂にいる蜘蛛を殺せない→裏方の人に気を使われるのは嫌→イメージ良くしようと思われるのも嫌→藤原にケツを蹴られたい[ハガキ]ナマケモノが木から降りてしまうと、どうなってしまうのですか？→ハリウッド版のゴジラは、日本のゴジラと全然違う物になり話題になっていますが、もし松本さんがモスラを松本ヴァージョンで撮るとしたら、どんなモスラにしますか？→これまで数々の女性を振り向かせてきた松本さんですが、過去に一度だけ渋谷のハチ公を振り向かせたそうですが、いったいどうやって振り向かせたのですか？,1,1998-06-28-1.0
434,424,1998-07-05,釣りシリーズ 第4弾第4回 芸能人釣り選手権！！,なし      ,1,1998-07-05-1.0
435,425,1998-07-19,30分トーク,客に元気がない→『北の国から'98』話→２回見て２回とも号泣した→草太兄ちゃんが死んだ→死んだ人間がカセットテープで結婚を祝う→さだまさしの曲は卑怯→あの曲が流れれば何でも泣けてしまう→人生ゲームをやった→今年の夏から松本は変わる→沖縄にバカンスに行く→髪の毛を２ミリにする→沖縄から帰ってきたら２ミリ→タトゥーもいくかもしれない→この番組はかっぺが作り出す番組→[ハガキ]人は何故貧乏ゆすりをするのか、貧乏ゆすりの正体を教えてください→元々凄い松本さんが、バイアクラを使うとどうなってしまうのですか？→ボクシングの試合中にセコンドがタオルを投げ入れると自動的に負けを意味しますが、他に何を投げると、どんな意味があるのですか？,1,1998-07-19-1.0
436,426,1998-07-26,さらば独身生活リットン水野ファイナルプロレスお見合い,坊主初登場→ワイルドじゃなくなった→もっと良いと言ってほしい→ダブルハゲちゃんズ→[ハガキ]北の国からのさだまさし曲には、歌詞があるらしいですが本当ですか？     ,1,1998-07-26-1.0
437,427,1998-08-02,松本人志作詞作曲「タクシードライバー」待望のスタジオレコーディング！！（前編）,なし      ,1,1998-08-02-1.0
438,428,1998-08-09,松本人志作詞作曲「タクシードライバー」待望のスタジオレコーディング！！（後編）,長い出囃子→早く頭に慣れてほしい→心が清くなった→一日一善→バカ殿のビデオがヤクザコーナーに入っていた→[ハガキ]吉本で一番男前なのは松本さんですが、二番は誰ですか？,1,1998-08-09-1.0
439,429,1998-08-16,山崎vsモリマン 第3弾炎のファイナルリベンジマッチ IN 後楽園ホール！！,なし      ,1,1998-08-16-1.0
440,430,1998-08-23,罰ゲーム企画 第13弾浜ちゃん罰ゲームオカンとロスに行ってタイタニックのラブシーンを撮影！！,なし      ,1,1998-08-23-1.0
441,431,1998-08-30,今夜決定！吉本芸人男前＆ブサイク総合ベスト10！,舞台衣装そろえたのは１５年ぶり→今年の巨人→広島球場の蛾は酷い→蛾もスローになる→踏切事故のCMに腹が立つ→踏切事故は車と電車がぶつかることをいう→ハザードのありがとうの使い方を分かってない奴が多すぎる→車で携帯電話を使って事故が増えてる→このままいったら車を運転しながらの携帯電話の使用が禁止になる→[ハガキ]よくおっさんになると臭いと言いますが、何がどうなって臭くなるのですか？→日本人の場合、ちんこはどれくらいの大きさがあればいいのですか？,1,1998-08-30-1.0
442,432,1998-09-06,裁判シリーズ 第4弾検証・大沼朗裕ドケチ疑惑事件！！,なし,1,1998-09-06-1.0
443,433,1998-09-13,田中直樹ショー俺がルールだ！田中カンカン！,ハウス加賀谷に似てる→警官と喧嘩→警官にクラクション鳴らしたら怒られた→アナウンサーが落ちる→ごっつのエアバック事故以来、シミュレーションは信用できない→[ハガキ]30歳を過ぎると鼻毛が濃く太くなりました。これはなぜですか？,1,1998-09-13-1.0
444,434,1998-09-20,辛気くさい顔は御法度！楽しい楽しいお笑いキャンプ！！,剃りすぎた→チ◯コ大丈夫？→トイレでたばこの吸い殻がチ◯コに当たった→休みの予定→バッタもんのジャガー→[ハガキ]ハーレーダビットソンの似合う男の条件を教えてください→ストライクやスペアを取った時に、何か良い決め台詞やポーズがあったら教えてください,1,1998-09-20-1.0
445,435,1998-09-27,ガキの使い 秋冬オープニング企画先取りコレクション！！      ガキの使い交遊録,なし  ,1,1998-09-27-1.0
446,436,1998-10-11,視聴者からの苦情殺到！！ドケチ大沼更なる重刑悲劇のウォーターチェイス！！,再度ゴルフ対決→浜田が負けるのは目に見えてる→浜田のダースベーダーのものまね→猫舌が許せない→マングローブの木の話→マングローブは自分のテリトリーを広げていくために、種の重さが全部違う→10周年で本発売→[ハガキ]松本さんがフリスビーを投げても、どうして浜田さんは取りに行かないのですか？→スターの金銭感覚コーナー→ずば抜けた作詞作曲の才能がある松本さんにお願いです。日本の都道府県の名産を歌にして聞かせてください,1,1998-10-11-1.0
447,437,1998-10-18,今世紀最大 浜田vs松本・ココリコ他 夢のゴルフ対決2！！,なし,1,1998-10-18-1.0
448,438,1998-11-01,バスツアー企画　第1弾「イヤよイヤよも好きのうち」男のコスプレ企画 コギャルになってバスツアー！！,３８年ぶりに横浜優勝→出張風俗[ハガキ]人はキスするとき、なぜ目を閉じるのですか？→今まで数々の流行語を生み出してきた松本さん。このままでは、今年の流行語がパイレーツのだっちゅーのになってしまいます。これだけは阻止したいので、何か流行りそうな言葉を作り出してください→面接のときに、相手に良い印象を与えるにはどうしたら良いでしょうか？,1,1998-11-01-1.0
449,439,1998-11-08,テレビ史上初！身の毛もよだつお笑いグルメショック さぶさぶの鉄人,体質が変わってきた→松本は音痴なのか？→なかじめみゆき→中島みゆきの家なき子の歌→Ｕ２→アラベスク→[ハガキ]松本さんは速読以外にも、色々な速◯◯を出来ると聞きました。ぜひそのいくつかで良いので、それを見せてください→浜田さんの資金源を教えてください,1,1998-11-08-1.0
450,440,1998-11-15,お金をたっぷり使ってオープニング企画会議！,浜田罰ゲーム→日テレに朝から晩まで出てもらう→[ハガキ]松本さんのダンディズム三原則は何ですか？→アメリカでは台風ごとに、ミッチーやジョニーなど人の名前をつけますが、もし日本の台風に松本さんが名前をつけるなら、その第一号は何にしますか？,1,1998-11-15-1.0
451,441,1998-11-22,出前を笑かせ！お笑い芸人爆笑変化大作戦！！,松本が買う車は調子悪いのばっかり→[ハガキ]出囃子のタクシードライバーの振り付けを教えてください,1,1998-11-22-1.0
452,442,1998-11-29,顔面悶絶！！ガキの使いブサイクカレンダー1999！！,なし     ,1,1998-11-29-1.0
453,443,1998-12-06,ヘイポー発見企画　第1弾ダウンタウンプレゼンツ100万円争奪！冬の大かくれんぼ大会！！,写真を撮られた松本[ハガキ]→松本さんと浜田さんは元々一人の人間だったそうですが、どうして二人に別れたのですか？→お子様の手の届かないところの境目を教えてください→競馬の騎手はゴール直前、馬を奮起させるためにムチを打ったり、後頭部を手で押しますが、それでも走らないときのために、最終手段としてある裏技があるそうですが、それはどうするのですか？,1,1998-12-06-1.0
454,444,1998-12-13,ハイテンション 第3弾年末恒例！紅白ハイテンション合戦！！,曲がまだ終わらないくらいのところで出た→今年もカウントダウンが近づいてきた→散髪した？→ロングセラー商品の工夫→正月にオランダに行く→クリスマスが嫌い→プレゼント交換なんて５分で終わる→クリスマスはペーパードライバーの事故が多い→事故を起こしたらそのままにするんじゃなく、車を寄せろ→自転車に衝突された浜田→安全運転イコールゆっくり走るではない→一生車で事故を起こさない自信がある→[ハガキ]超高級外車を乗り回す欲望の底なし沼、ダウンタウンのお二人に質問です。お二人が今まで一人エッチをしたとんでもない場所を教えてください,1,1998-12-13-1.0
455,445,1998-12-20,山崎vsモリマン 第4弾今世紀最大の冬の陣嵐のラストファイナルリベンジマッチ（前編）,なし      ,1,1998-12-20-1.0
456,446,1998-12-27,山崎vsモリマン 第4弾今世紀最大の冬の陣嵐のラストファイナルリベンジマッチ（後編）,寝小便をした松本→ハワイに行く浜田→オランダに行く松本→ゴッホ美術館とアンネの隠れ家→唯一海外で興味のある場所が、目と鼻の先にあった→浜田の前世はシリコン→その前の前世は裏道→[ハガキ]ちょびヒゲはあんなにカッコ悪いのに、何でやっている人がいるのですか？,1,1998-12-27-1.0
457,447,1999-01-10,新春特別企画ガキの使いおもしろＶＴＲベスト10！,なし,1,1999-01-10-1.0
458,448,1999-01-17,田中だよ！全員集合〜!! （田中ドッキリ）,仕事でオランダに行くと言ったのに、旅行と報道されてる→アンネの隠れ家でアンネと目が合った→[ハガキ]松本さんは毎年、年始に浜田さんを色んな方法で占っているそうですが、今年はどんな占い方をしてあげるのですか？→夜寝ているときに、蚊に刺されない方法を教えてください,1,1999-01-17-1.0
459,449,1999-01-24,第10回新春大新年会!!,なし,1,1999-01-24-1.0
460,450,1999-01-31,第2回「松本が死んだ!?」 バーチャルリアルリアクション 涙のお別れコンテスト!!,客入りが多い→10年ぶりに実家に帰った→兄貴の子供に松ちゃんと言われる→地元の友達はただのおっさん→浜田の罰ゲームの件→ダブルハゲちゃんズ→[ハガキ]相手に不快感を与えないクラクションの鳴らし方を教えてください,1,1999-01-31-1.0
461,451,1999-02-07,板尾が見てる!!,ゴルフもうやめい→浜田は味覚バカ→メンチカツとアイスミルクティーを頼む浜田→浜田の味覚は成長していない→ブラックのコーヒーは苦さがうまい→[ハガキ]なぜオニはマメごときで逃げ出すようになったのですか？,1,1999-02-07-1.0
462,452,1999-02-14,雨上がりだよ！全員集合〜!!,ばあちゃんが死にました→車で4時間かけて三重県まで行った→ガソリンが無くなってJAFを呼ぶ→結局名古屋で一泊→浜田の罰ゲームの内容が決定→[ハガキ]変わり果ててゆく妻を愛しつづける方法を教えて下さい,1,1999-02-14-1.0
463,453,1999-02-21,男のコスプレ企画第２弾！ SM嬢になってバスツアー!!,キムが中華料理屋でキレる→木村ＶＳ中国人→倉庫にエビ→キムがタクシーにキレる→[ハガキ]芸能界で一番喧嘩が強いのは誰ですか？→どうして女の人は年を取ると髪を紫にするのか、風が吹けば桶屋が儲かる的に説明して下さい,1,1999-02-21-1.0
464,454,1999-02-28,第２回ダウンタウンプレゼンツ100万円争奪！冬の大かくれんぼ大会!!前代未聞タイムスリップした殿様発見か!?,嫌がらせされた相手を車で追い掛け回した→タレントは自分からケンカできない→私を食べてファンレター→嫌われてる女性をモノにするのが男の醍醐味→[ハガキ]モハメドアリは蝶のように舞い、蜂のように刺すとたとえられましたが、松本さんのチャンピオン時代の強さのたとえられ方を教えてください→よく手や足や肩などに長い毛が生えていますが、あれは何がどうなって、あのようなことが起きているのですか？毛本人は何のつもりですか？,1,1999-02-28-1.0
465,455,1999-03-07,みんなで楽しもう!!話題の大ヒット映画「アルマゲドン」鑑賞ツアー!!,キャーの３つぐらい上→めざまし天気の運勢→おとめ座がいっつもどしゃ降り→浜田は結構ピーカン→過剰マネージャー藤原→藤原がトイレにチ○コを見に来る→藤原登場→[ハガキ]卒業式の挨拶で、全校生徒を感動の渦に巻き込むにはいったいどうすれば良いですか？,1,1999-03-07-1.0
466,456,1999-03-14,雨上がり蛍原七変化!! (七変化第11回),お客さんを早く帰さないといけない→松本の2時間半の遅刻が原因→浜田に殴ってほしくて遅刻した→めざまし天気の後日談→[ハガキ]渡り鳥の一番最初に飛び立つ奴は、何をきっかけに飛び立つのですか？→横浜佐々木投手よりも落ちると言われる、スーパーフォークの握り方を教えてください,1,1999-03-14-1.0
467,457,1999-03-21,検証・大沼朗裕ドケチ疑惑事件２,なし,1,1999-03-21-1.0
468,458,1999-04-11,「罰ゲーム〜24時間浜田雅功営業中」記者会見!!,またチ○コが痒くなった→今回は毛じらみではないとわかる→チ○コに薬を一滴垂らしたら激痛がした→[ハガキ]だんご世代にも、たいやき世代にも、しっくりくる童謡を作って下さい,1,1999-04-11-1.0
469,459,1999-04-18,先週のすごい薬をみんなでつけて激痛がくるか試してみる,出にくい出囃子→ぴっちり横分け鼻デカ兄さん→大阪のペットショップ→小豹かと思ったら猫だった→何たらセクシーキャット→[ハガキ]お父さんという言葉には、イントネーションで５通りの意味があるそうですが、松本さん教えてください→海面から出たイルカの背びれと、サメの背びれを見分ける方法を教えてください,1,1999-04-18-1.0
470,460,1999-04-25,「罰ゲーム〜24時間浜田雅功営業中」（前編）,なし,1,1999-04-25-1.0
471,461,1999-05-02,「罰ゲーム〜24時間浜田雅功営業中」（後編）,なし,1,1999-05-02-1.0
472,462,1999-05-09,松本人志作詞作曲「ようかん夫妻」公開レコーディング!!,なし,1,1999-05-09-1.0
473,463,1999-05-16,雨上がり宮迫七変化!! (七変化第12回),「ようかん夫妻」フルバージョンがかかる→松ちゃんマッチョ計画→カーナビ→[ハガキ]レンタルビデオを巻き戻さないで返却するお客さんに上手く注意する方法を教えて下さい,1,1999-05-16-1.0
474,464,1999-05-23,チ○コ蹴るか蹴られるか!!（レギュラー入れ替えか!?）,冒頭から松本言うな、と言われるかもしれないけど言う→松本お眠むに入る→「の」についての研究→「の」が付いているうちは、舐められているという証拠→[ハガキ]サルはケツが赤いとモテるそうですが、なぜモテるのですか？→ライオンのオスは、禿げないのですか？もし禿げるとしたら、原因は何ですか？,1,1999-05-23-1.0
475,465,1999-05-30,第４回カツカレーはどこまでカツカレーなのか!?カツカレーの限界に迫る!!,何たらセクシーキャット捕まる→やっぱり猫じゃなかった→松本の予知能力→[ハガキ]最近ギターを始めたのですが、オルタネイトピッキングがうまくいきません。アドバイスしてください→人間は死ぬ間際、最後にどんな映像が脳裏に浮かぶのですか？,1,1999-05-30-1.0
476,466,1999-06-06,第３回ダウンタウンプレゼンツ 100万円争奪 初夏の大かくれんぼ大会!!びっくり仰天この平成の時代に赤ちゃんが捨てられていた!?,たれぱんだは松本が書いたぐったりパンダのパクリ→サザエボンもパクられた→ファービーの嘘をバシッと指摘する→オープニング仕切り直し→[ハガキ]ナマズは地震を予知し、ツバメは天気を予知すると言われますが、オットセイは何を予知しますか？,1,1999-06-06-1.0
477,467,1999-06-13,※試着室で一変化！,なし,1,1999-06-13-1.0
478,468,1999-06-20,松本イリュージョン 10tトラックを消す!!,赤プリのプールに行ってきた→プールで１万円→ダウンタウンが子供に支持されないのは、浜田が原因→プールで子供に遊ぼうと言われる→[ハガキ]どうしてＦ１レーサーは、ピットに入ってタイヤを交換したりしているとき、自分も手伝って少しでも早く終わらせようとしないのですか？→ボロ布のようにやられている人がさらにやられた場合、どのように表現すれば良いのですか？→人類は４千年も歴史があるのに、未だに水泳の泳ぎ方がクロール、平泳ぎ、背泳ぎ、バタフライ、犬かきの５種類しかありません。６個目の泳ぎ方を考えられるのは松本さんしかいません。ぜひ教えてください,1,1999-06-20-1.0
479,469,1999-06-27,※全編トーク,この初夏に乗れてますか？→浜田の新曲→なぜ松本に曲を頼まないのか？→思いついた歌のフレーズをレコーダーに保存している→ランバダと大根もちのブームが来ると思う→松本に曲を依頼しなさい→松本が作ったラブソング「あなたが好き」→[ハガキ]手術のとき、医者がメスとか汗とか助手に言いますが、どのくらいの要求まで答えてもらえるのですか？→演歌歌手はよく拳を握りながら歌いますが、拳の中には何が入っているのですか？→これまで数々の動物のしっぽを踏んできた松本さんですが、一番リアクションの良かった動物、悪かった動物は何ですか？→とどのつまりという言葉を最近覚えたのですが、いつ使えば良いかわかりません。とどのつまりがばっちり決まるしゃべり方を教えてください→ウッチャンナンチャンの内村さんは、何であんなに白いのですか？→タイムマシンは絶対完成しない,1,1999-06-27-1.0
480,470,1999-07-04,第５回芸能人釣り選手権!!,なし,1,1999-07-04-1.0
481,471,1999-07-11,ギャグの神様 村上ショージに聞け,リゾート気分が抜けない→爪飛ばしとんねん→今年のグアムのテーマは、ＮＯと言わない日本人→スキューバは向いてない→息の仕方が分からなくなる→外人にだっちゅーのと言われながら写真を撮られた→[ハガキ]かっこいい土下座の仕方を教えてください,1,1999-07-11-1.0
482,472,1999-07-18,板尾が見てる２,強く握手する奴に腹が立つ→痛くても痛いとは言いたくない→アイドルの子は何を触っているのか分からない人間と握手するからかわいそう→スキューバで対決しよう→また毛ジラミを発見→たぶんグアムの水毛ジラミ→パウダーを振っても毛じらみが落ちてこなかった→抱かれたくないになるのは嫌だ→オープニングは抱かれたいで出てきたのに→[ハガキ]動物園にいるゴリラのテンションを上げる方法を教えてください→,1,1999-07-18-1.0
483,473,1999-07-25,10周年特別企画！もぐってもぐってスキューバダイビング,なし,1,1999-07-25-1.0
484,474,1999-08-01,第９回大喜利大合戦!!（前編）,なし,1,1999-08-01-1.0
485,475,1999-08-08,第９回大喜利大合戦!!（後編）,日本で一番黒いコンビ→それぞれの旅行話→勝手に写真を撮られる→大阪のおばはんはうっとおしい→[ハガキ]よくプロ野球の監督が審判に抗議をして退場になりますが、審判が退場処分にするかどうかを迷う、ぎりぎりの抗議の仕方を教えてください→もうすぐ５００歳になる松本さん、関ヶ原の合戦で戦った感想を聞かせてください,1,1999-08-08-1.0
486,476,1999-08-15,第２回夏の暑さを吹き飛ばせ！納涼さぶさぶコンテスト！,甘口のカレーという存在は認められない→カレーという言葉には、辛いという意味が含まれている→甘くて刺激があるのは恋愛ぐらい→[ハガキ]スターウォーズのライトセーバーで切られたときの痛みを教えてください,1,1999-08-15-1.0
487,477,1999-08-22,生まれ変わった山崎邦正 100回つっこむ!!,ポケモンはどうですか？→ポケモンには納得いかない→ピカチュウは自分の名前を連呼しているだけ→たとえ自分が子供でも、ピカチュウにはハマらない自信がある→仮面ライダー運動靴を履くと、ブーツを履いている実際の仮面ライダーから一番遠くなる→仮面ライダーふりかけ→仮面ライダーはふりかけを食べない→東京フレンドパークで○○さんのヅラがひっついたらしい→[ハガキ]男と女の産み分け方を教えてください→やり投げやハンマー投げの選手は叫びながら投げますが、本当が叫んだ方が記録が伸びるスポーツはありますか？,1,1999-08-22-1.0
488,478,1999-08-29,検証 ヘイポーうすっぺら疑惑事件,なし,1,1999-08-29-1.0
489,479,1999-09-05,※山ちゃんミニドラマ（レギュラー追放？）,カリスマ芸人浜田→頭触らせてくださいと言われる→浜田のミッキーマウスの服→衣装チェンジ→[ハガキ]人がワキガになる理由を説明するおとぎ話はありますか？→知的に思われる方法を教えてください,1,1999-09-05-1.0
490,480,1999-09-12,激走！泣く子もだまる恐怖の鬼ごっこ大会!!,お話ゲームどこでもいっしょ→東スポの1面→桜庭あつ子の会見→○○さんのヅラの話が出川に飛び火→[ハガキ]高倉健さんと行った山中湖キャンプで、高倉健さんがえらいことになったという、あの話を教えてください→松本さんは高校時代うぐいす嬢をしていたそうですが、嫌いなチームの選手を紹介する時、ある方法でその選手の調子を崩したと聞きました。それはいったいどういう方法だったのですか？,1,1999-09-12-1.0
491,481,1999-09-19,菅ちゃんのパンチラ激写大作戦!!,業界用語で今日の客は重い→油ギッシュな浜田→浜田が三枝師匠愛人問題について何か言いたいらしい→郷ひろみのことについても何か言いたいらしい→今日遅刻してきたのは浜田→１時に目がぱっと開いた浜田→今日は頑張らないと寝首をかかれる→今日の客がこのまま団体移動したら、その番組はつぶれる[ハガキ]料理のさしすせそより大事と言われる、料理の新しい基本あかさたなについて教えてください→歩いて家に帰ったとき、くつ下のかかとの部分が前に来る理由を教えてください→子はいつか親を超えると言いますが、後輩が先輩を超えることはありますか？,1,1999-09-19-1.0
492,482,1999-09-26,※全編トーク,今日は怒らんといかん→先週の浜田はマジギレしたと一部で思われている→マジギレをオンエアするわけがない→板尾のシリーズも本気で信じている人間がいる→せっかく良い感じでいじめられっ子に入れたのに→理解してもらえないと、唯のヘタレ芸人になってしまう→客の中にも勘違いしてた人間がいた→真剣に演技しないとおかしな感じになる,1,1999-09-26-1.0
493,483,1999-10-03,※全編トーク,初めて見るダウンタウンはどうですか？→カリスマぶさいく浜田→ものすごい発見をした松本→ＵＦＯタイムマシン説を唱える松本→宇宙人というのは未来人と言い換えられる→ＵＦＯに乗る未来人が、地球人を攻撃することはありえない→知り合いの母親が、戦時中にほぼ毎日ＵＦＯを見たらしい→ＵＦＯに乗って未来人が戦争を観光している→捕えられた宇宙人は、今でいう酔っ払いみたいなもの,1,1999-10-03-1.0
494,484,1999-10-17,＊対決罰ゲーム10年の歴史（総集編）,なし,1,1999-10-17-1.0
495,485,1999-10-24,世紀末最後のカリスマ催眠術師 松本マーティン・ジェームスショー!!,なし,1,1999-10-24-1.0
496,486,1999-10-31,日本一 祝 ビールかけ（ダイエー用＆中日用）,えらい時間になってしまった→罰ゲームどうする？→カッパーフィールドに４人で会いにいけ→瞬間移動をして、なぜかスキンヘッドになって出てくる→負けた原因は山崎→もう山崎はクビでいい→今は山崎より藤井のほうがかわいい→運転中の携帯電話がダメに→[ハガキ]ラマーズ法より効果のある、人志法について教えてください→快適かつ、さわやかに満員電車ですごす方法を教えてください,1,1999-10-31-1.0
497,487,1999-11-07,祝 結婚 構成作家 竜泉(堀部くん)七変化!!(七変化第13回),体調がおぼつかない→タバコやめよかなと思っている→タバコを吸うのはアホな作業→今まで吸ったタバコの煙は５年分くらい→まずは浜田から止めてくれ→最後に一本吸わしてやる→子供が煙を吸いこんでいる→ガキの10年の笑い声はすごい→コスメティックサロンのコスメティックとはどういう意味なのですか？→見事に若ハゲを克服した松本さん。人がハゲる本当の理由を教えてください,1,1999-11-07-1.0
498,488,1999-11-14,この一口に命をかけろ 賞金10万円争奪！きき缶コーヒー!!,ココリコの前説→松本はスタッフに嫌われてる？→オープニングで履いたパンツに待ち針を２本発見→おとついにも待ち針発見→嫌われてるから引退→「うっそーん」で流行語大賞を狙う→今年はカリスマが大賞→[ハガキ]こたつを出す最高のタイミングは、何を基準にすれば良いのですか？→メス猫は生理の時にどうするの?,1,1999-11-14-1.0
499,489,1999-11-21,検証 山崎邦正スケールが小さい裁判!!（前編）,なし,1,1999-11-21-1.0
500,490,1999-11-28,検証 山崎邦正スケールが小さい裁判!!（後編）,なし,1,1999-11-28-1.0
501,491,1999-12-05,山崎邦正 深夜の廃校でひとりぼっちのピアノコンサートの刑!!,今日から新セット→岡本太郎作のセット,1,1999-12-05-1.0
502,492,1999-12-12,ココリコ・田中 尾行大作戦!!,正月に二人ともグアムへ→浜田の嫁と子供に会ったら往復ビンタをする→[ハガキ]毒キリンの生態について教えてください→ようかん夫妻に飽きてきました。新しい出囃子を作ってください,1,1999-12-12-1.0
503,493,1999-12-19,この一口に命をかけろ 10万円争奪！ききお茶大会!!,新しい出囃子→今から叱るから黙れ→２回目に良いと感じる物が、本当に良い物→ものすごい発見をしてしまった→靴ひもを結ぶ裏ワザを発見→cdmaOneが丸々１日使えなかった→何でもっとニュースでやらないのか？→cdmaOne作文,1,1999-12-19-1.0
504,494,1999-12-26,板尾が見てる３,出にくい出囃子→ボヘミアンに変える→ドンキーコング64は面白いな→ハマったら脳に刺青を掘られた感覚になる→寝てる時もずっとゲームの映像がでてくる→身の丈２ｍの外人とケンカした→[ハガキ]アゴのしゃくれはどうやったら治るのですか？→洗濯機が回っている中では、一体何が起こっているのですか？,1,1999-12-26-1.0
505,495,2000-01-09,新春特別企画 '99ガキの使いおもしろＶＴＲベスト10!!,なし,1,2000-01-09-1.0
506,496,2000-01-16,※全編トーク,今日は一部元気があって、一部元気がないらしい→今年一発目のガキが盛り上がらないと気持ちが悪い→今日の客に一発目を託して良いのか？→スタジオ入りの時も客はノンリアクション→結局グアムでは一度も会わなかった→面舵いっぱいで会うのを回避した→浜田がキレて田代さんに止められた→大阪の家族はなぜあんなに性質が悪いのか？→東京の家族と大阪の家族の違い→周りに存在を教えようとする→最後に一個罵声を浴びせてくる→プールでハゲ坊主と言われる→子供を撮っている振りをして隠し撮りされる→写真を断って罵声を浴びせるおばはんがファンなわけがない→飛行機で騒ぐガキに腹が立つ[ハガキ]今年の紅白の小林幸子の衣装を教えてください→浜田さんの子供はとても嫌らしいやり方で、周りの人達にお年玉をせびるそうですが、どんなやり方なのですか？→松本さんが今まで作った出囃子は全部パクリですよね,1,2000-01-16-1.0
507,497,2000-01-23,第11回ミレニアム新春大新年会!!,なし,1,2000-01-23-1.0
508,498,2000-01-30,この１服に命をかけろ 賞金20万円争奪！ききタバコ大会!!,遠藤をいじめる浜田→今日は客が多い→久しぶりに松本大遅刻→時計が１０時を指してるからって、本当に１０時なのか？→タレントは規則正しい生活が不可能→もうちょっと給料が欲しい→何とかこの時間に始まれたのは誰のおかげか？[ハガキ]なぜ悪魔の靴の先はくるっと尖っているのですか？,1,2000-01-30-1.0
509,499,2000-02-06,祝ミレニアム滑って滑ってカリスマスキーヤー（藤原マネどっきり）,なし,1,2000-02-06-1.0
510,500,2000-02-13,大ブレイク間違いなし！ニューキャラ爆笑鬼ごっこ!!,寒い中お越し頂いてどうもありがとう→和田アキ子が交通事故で死にかけた→おもしろい夢を見た→今田が見たプールでチ○コが取れる夢→[ハガキ]どうして牛の鼻には丸い輪っかがあるのですか？→ワカメは海の中を一日中ふわふわ浮いているだけで、何が楽しいのですか？→松本さんは「ホタルこい」で始まる童謡「蛍」を、世界で一番面白い表情で歌うことができると聞きました。ぜひ聞かせてください,1,2000-02-13-1.0
511,501,2000-02-20,検証ヘイポーうすっぺら疑惑事件2!!,なし,1,2000-02-20-1.0
512,502,2000-02-27,すべては君にかかっている！吉本インテリマネージャー対抗知識王決定戦!!（前編）,なし,1,2000-02-27-1.0
513,503,2000-03-05,すべては君にかかっている！吉本インテリマネージャー対抗知識王決定戦!!（後編）,先週の罰ゲームに怒りがわいてきた→藤原にも腹が立ってきた→バーミヤンをマダムヤンと答える木本→カジノでそばがら枕を持ち歩く藤原→罰ゲームは24時間鬼ごっこに決定→パジャマで登場する山崎→前説とゴールデンを掛け持ちするココリコ→[ハガキ]先日捨てゴリラを拾ったそうですが、ゴリラを飼い始めて分かったゴリラの変な習性があったら教えてください→演歌で大ヒット中の「孫」に対抗して、「いとこ」を作詞作曲中だと聞きました。どこよりも早く今日ここで聞かせてください,1,2000-03-05-1.0
514,504,2000-03-12,※板尾勝手に七変化,客席の暖房をきかせすぎ→予備校のＣＭ「なるほどいいみたい」に腹が立つ→工事の光る棒はどっちから始まったのか分からない→電球のひもの長さに腹が立つ→[ハガキ]悪魔のしっぽは何で矢印みたくなっているのですか？→なんで早く浜田さんの痔ろうを治してあげないのですか？何かの戒めですか？,1,2000-03-12-1.0
515,505,2000-03-26,恐怖の罰ゲーム24時間耐久鬼ごっこ!!(1)[午前8時〜],なし,1,2000-03-26-1.0
516,506,2000-04-02,恐怖の罰ゲーム24時間耐久鬼ごっこ!!(2)[午後6時〜],なし,1,2000-04-02-1.0
517,507,2000-04-09,恐怖の罰ゲーム24時間耐久鬼ごっこ!!(3)[深夜0時30分〜],なし,1,2000-04-09-1.0
518,508,2000-04-16,全編トーク,３週ずーっと罰ゲーム→ずーっとドラマやってる→一歩間違えると殺人事件が起きる→アップ予定が２８時？→サウナに無呼吸のおっさんがいた→いびきかくやつはデブ→野沢のマネージャー西森ミート→プロ野球の根絶は不可能だと分かった→今年から巨人ファンになる→マルカーノ→サッカーにも興味持つ→Ｊチームの果てしない言いあい→[ハガキ]松本さんの部屋をコロコロクリーナーで掃除すると、何がくっついているのですか？→最近松本さんは果物占いを編み出されたそうですが、相方の浜田さんは果物に例えると何の果物で、どんな特徴、性質があるのですか？,1,2000-04-16-1.0
