date,description_ja,dupe_number,day_order
2017-01-29,今週のガキの使いは、森昌子プロデュースのカルタ争奪戦！毎回ゲストが絵札も読み札も全て自身で作成したものをメンバーが奪いあう人気企画。今回は昨年デビュー４５周年を迎えた大御所歌手の森昌子が登場！のっけから予想もしなかったテンションで一同を驚かせる。毎回ゲスト任せのルールで進むのだが今回はえこひいき、没収、何でもありの破茶目茶ルールで一同困惑しっ放し！更にあの禁断の悪ノリものまね披露でヤバメな空気に！？,1,2017-01-29-1
2017-02-05,今週のガキの使いは、大御所歌手がまだまだご乱心!?森昌子カルタ完結編！サザエさんを見たことがない、「笑ってはいけない」での強い恨み、山口百恵との共同生活の秘話など衝撃的事実の発覚＆森がルールブックだと言わんばかりの自由過ぎる裁量に大荒れだった先週。今週もさらなる理不尽さで松本＆浜田も唖然！？そして方正に大晦日のあの悲劇が！？▽遠藤主演の映画「バスジャック２」がついに完成！その撮影(秘)エピソードに全員爆笑！,1,2017-02-05-1
2017-02-12,今週のガキの使いは『５人の気持ちは揃うのか？スマホ無しで待ち合わせ！』メンバーが「〇〇と言えば？」というお題で、思いつく場所に行き、考えが一致して５人がピタリ集合できれば成功、揃わなければ揃うまでひたすら繰り返しという過酷な企画。移動中も思い出を回想しメンバーが来ることを願うもあの男がまたやらかす！？さらに過去最高難度のお題で一同大混乱。勘違いやすれ違い連発でイライラは超ＭＡＸに！果たしてどうなる！？,1,2017-02-12-1
2017-02-19,今週のガキの使いは『スマホ無しで待ち合わせ完結編！』先週の２つのお題を消化して、まさかの誰も出会えないという結果に…過去最悪の滑り出しで悲壮感が漂う中、次に出されたお題は「テニスコート」思い出や他のメンバーの行動範囲などから必死に推測するがあの男の思考に不安がつきまとう。お決まりの電話での罵り合いも起こり空気は悪くなるばかり…辺りもどんどん暗くなるなか、５人は大都会東京で出会うことは出来るのか！？,1,2017-02-19-1
2017-02-26,今週のガキの使いは『二匹目のサンシャイン斎藤グランプリ！』昨年大晦日その甘いルックスからは想像もできない程の突き抜けた絶叫で世間の脚光を浴びたサンシャイン斎藤工。そのブレイクを見て様々なタレント達が名乗りを上げてやってきた！あのハーフタレント、あの評論家、あの元世界チャンピオン、あのおとぼけ外国人までが声をからし、自分をディスりまくっての絶叫にメンバー一同大爆笑！この空前絶後の大会を制するのは誰！？,1,2017-02-26-1
2017-03-05,今週のガキの使いは、どうせお前こんなん似合うんやろ選手権松嶋尚美編！ガキメンバーが自分のセンスでゲストに似合うであろうモノを買ってきて、ゲストが気に入った順に順位をつける人気シリーズ。今回はココリコと同期でもはやベテランの域に達した松嶋尚美が登場！ポップでおしゃれな服装のイメージに引っ張られ、攻めすぎアイテムを購入する者が続出。いつも成績の良かったあの男にも自腹買い取りの悪夢が！？ビリは一体誰だ？,1,2017-03-05-1
2017-03-12,今週のガキの使いは『有名人に会うまでぶらりし続けましょう～麻布十番編！』前回下北沢では見事にＣＯＷＣＯＷ山田與志を発見！今回はお洒落な街並みと立ち並ぶ老舗名店の多さから、有名人の目撃情報が多い麻布十番で挑戦！過去にメンバーが目撃した大物有名人の意外な姿など話しながら散策を続けるも苦戦…そして浜田の機嫌も悪くなりだし不穏な空気が立ち込める。ノーカウント人物との遭遇はあるも肝心の有名人は見つかるのか！？,1,2017-03-12-1
2017-03-19,今週のガキ使は『５０代芸人大集合！あっちむいてホイホイホイ！』昨年の笑ってはいけないで偶然生まれた高速＆連続で指差しを続けるオリジナルあっち向いてホイ。これの大会を５０代芸人限定で開催！するはずが…ヒロミ、ホンジャマカ恵俊彰、ダチョウ倶楽部肥後克広という超豪華ゲストが奇跡的に勢揃い！実は昔から接点のあったレジェンド達が若手時代の(秘)思い出話で大盛り上がり！過ぎて…肝心のあっちむいてホイは始まるのか！？,1,2017-03-19-1
2017-03-26,今週のガキ使は『５０代芸人大集合！あっちむいてホイホイホイ！！決着編！』ダウンタウン、ヒロミ、恵、肥後の思い出話に花が咲いた先週から一転、今週は超真剣モードで競技に挑戦！方正＆ココリコの指差し役に惑わされながらひたすら１０回連続成功を目指す。つい同じ方向を向いてしまい、そこから崩れる展開の繰り返しに一同思わず苦笑い。他人とは違う方向を向いて生き残ってきたレジェンド芸人たちは奇跡を起こすことが出来るのか！？,1,2017-03-26-1
2017-04-02,今週のガキの使いはあの伝説の企画が８年ぶりに復活！ダウンタウンの笑いのパワーが炸裂する怒涛の３０分！お見逃しなく！,1,2017-04-02-1
2017-04-09,今週のガキ使は『ロバート秋山の七変化！』毎回名だたる芸人が超ド緊張状態でやってくるこの企画に、現在様々なキャラで話題沸騰中の天才コント師が満を持して登場！予想の斜め上を行く発想の連続であるお店の店長、謎のセラピスト、赤ちゃん、など人格が完全に憑依してなりきる！その姿に会議室は罰金の嵐！そして番組後半ではダウンタウンの珠玉の２Ｓトークも放送！「○○はいらない！」松本のゴルフに対する提言に浜田も唖然！,1,2017-04-09-1
2017-04-16,今週のガキの使いは「スマホ無しで待ち合わせ傑作選！」大都会東京で、出されたお題に対しスマホを使うことなく全員集合できるかひたすら挑戦し続ける過酷＆人気企画。今回はこれまでに４回行われた中で起こったハプニングや感動の出会いを総ざらい！５人の絆を再検証する！あの男の意味不明な暴走、現在地を確認する同時通話での説教＆言い訳、選んだ場所の思い出話等見どころが盛り沢山！感情が入り交じるリアルドキュメント！,1,2017-04-16-1
2017-04-23,今週のガキの使いは『サイレント図書館！』図書館に集まったメンバーでカードを引き、当たった人がつらいバツを受けるも、図書館なので声は我慢しなければならない。今回はゲストにあの強面俳優小沢仁志が登場！そのキャラを無視して屈辱のバツが執行される。今回も激辛、炭酸水、クレープ、ヤバイおっさんなど奇想天外、絶対に受けたくないバツが次々とメンバーに襲い掛かる！その予想外のリアクションで思わず笑い声もダダ漏れ！,1,2017-04-23-1
2017-04-30,今週のガキ使は『いきなり大爆笑ツアー！』街ブラ中にくだらないボケを仕掛けられるのだが、それに対し全力の大爆笑をしなければいけない過酷な新企画！ガキおなじみの外国人タレント２人も参戦するが過去の大根役者ぶりから一抹の不安が…いざ始まってみると想像以上にクオリティの低いボケ連発で全員大苦戦！そして２Ｓトークでは視聴者からの質問に松本が回答するコーナーが復活！力士があのセリフを言うタイミングは一体いつ？,1,2017-04-30-1
2017-05-07,今週のガキは「二匹目のリュウジ１００％選手権！」前回の「二匹目のサンシャイン斎藤グランプリ！」は「笑ってはいけない科学博士」でサンシャイン池崎のネタを見事演じきった斎藤工の「二匹目のどじょう」を狙い、様々なタレントが参戦。今回は同じく昨年末にアキラ１００％とコラボした原田龍二の後釜を狙い、裸芸を極めたタレントたちが集結！栄冠は誰の手に？そしてダウンタウンの２Ｓトークも炸裂！忍者の驚くべき生態とは一体？,1,2017-05-07-1
2017-05-14,今週のガキの使いは『ＩＫＫＯの抱かれたい男カレンダー！』オネエ美容家・ＩＫＫＯに密着インタビューを敢行し、自分が抱かれたい男を挙げてもらって１年分のカレンダーを埋めるという奇想天外な企画。超豪華な自宅でのインタビューに始まり、謎のプライベート生活を紐解きながら次々と好みのイケメンを挙げていく。その好みは季節やローテーションで次々と様変わりし、止まらない妄想トークにスタジオのメンバーも驚きっぱなし！,1,2017-05-14-1
2017-05-21,今週のガキの使いは『ＩＫＫＯの抱かれたい男カレンダー完結編！』先週からものすごい妄想力で抱かれたい男の名前を挙げカレンダーを埋めていくＩＫＫＯ。その特殊すぎる恋愛観に戸惑うメンバーだったが、今週は感情が爆発！突然に涙を流したかと思えば止まらない爆笑でテンションは最高潮！さらに自宅での謎のルーティンワークの様子に松本の絶妙な例えが炸裂！ＩＫＫＯのＩＫＫＯによるＩＫＫＯのためのカレンダーがついに完成！,1,2017-05-21-1
2017-05-28,今週のガキの使いは超豪華！１本丸ごとダウンタウン２Ｓトーク！松本＆浜田が世の中に訴える！松本は車の運転中に遭遇した平和な家族のリアクション、新幹線のトイレでハプニング的に出くわした女性、賢すぎる最近の車、新幹線や飛行機のトイレのシステムなどに独自の視点と怒りを持って強烈に訴える！そして浜田には以前に「遅すぎる」と不満を訴えた日テレのエレベーター運用部署から文書で回答が届く。その意外すぎる中身に驚愕,1,2017-05-28-1
2017-06-04,今週のガキの使いは『芸人夫婦イチャイチャ選手権！』メンバーが芸人の自宅を訪問、芸人夫婦がアツアツっぷりを見せつける！あのＭ－１ＧＰファイナリストの芸人の妻が超積極的な求愛！？人目をはばからぬ大胆な恰好に５人も思わず注意＆苦笑い。そして２Ｓトークは松本が飛行機のとある機内サービスのおかしな点に怒りの指摘！さらにホテルのクレーム対応をめぐって松本と浜田で意見が真っ二つ！互いに主張を一切譲らず大激論！？,1,2017-06-04-1
2017-06-11,今週のガキ使は『渡辺直美の七変化！』インスタグラムで幅広い層から熱い支持を獲得し人気実力も兼ね備えた、いろんな意味で脂の乗りきった彼女が七変化に挑戦！その内容は得意の顔芸・セクシー（？）な体型を存分に活かしたキャラが大暴れ！腹の立つ吉本新人マネージャーやありえないオーディションに謎のＳＭ風特訓、さらにあの人も緊急参戦？その多様な攻めっぷりにメンバーも笑いの罰金の連続！獲得金額はとんでもない額に！？,1,2017-06-11-1
2017-06-18,今週のガキ使は５年ぶりの復活！月亭方正プロデュース！その類まれなるセンスと音楽的才能でメンバーを一流アーティストに仕立て上げる天才プロデューサー方正。今回は昭和を代表する伝説的コミックバンド風の曲で紅白出場を狙う。時代を斬った歌詞は想像の域を超え、メンバーは戸惑いながらも、すぐにそのままレコーディングへ。昭和を感じさせるセットから、振り付けまでも完全にプロデュース！果たしてその出来栄えや如何に！？,1,2017-06-18-1
2017-06-25,今週のガキの使いは『ノーリアクション王決定戦！』目の前で何が起きても「驚く」「ビビる」のリアクションをせずひたすら我慢する大会を開催！ゲストに的場浩司、Ｚｅｅｂｒａ、大和田伸也という忍耐力の強そうな３名を迎えトーナメント形式で対決！ 参加者に襲い掛かる仕掛けは爆発、発砲などにくわえ今話題のマシンや謎のＳＦチックな装置まで様々！心のなかはドキドキのパニック状態！この究極の我慢大会を制するのは一体誰だ！,1,2017-06-25-1
2017-07-02,今週のガキの使いは『ノーリアクション王決定戦完結編！』今夜、芸能界で一番我慢強く何が起きても動じない男が決定する！より巧妙な仕掛けが挑戦者たちを襲う！Ｚｅｅｂｒａが大量の汗を！大和田伸也は爆風であの男に変身！？的場浩司は驚異の忍耐力を発揮！そしてラストには浜田ＶＳ田中、ビビりまくりの最弱王決定戦も急遽開催！大人にしては情けなさすぎる腰抜け具合に思わず一同爆笑！,1,2017-07-02-1
2017-07-09,今週のガキの使いは２８年目の新レギュラー決定！？『西川きよしオーディション！』芸能界の大先輩である西川きよしがガキのレギュラーになる気満々でやってきた！メンバーは戸惑いながらもオーディションを実施することに。モノマネ、歌、一発ギャグなどを芸歴一切関係なしに超厳しく審査！しかし気合が入りすぎたきよしの珍行動でどれも予想外の方向へ…さらに審査員も参加してのオネエ劇場やヘレン紙芝居も始まりカオス状態へ？,1,2017-07-09-1
2017-07-16,今週のガキの使いは『５０人目直前！七変化名作集！』毎回名だたる芸人が己のプライドを賭け超緊張状態で挑む名物コーナー七変化。２８年の歴史で挑戦した芸人の数は４９人！そんな５０人の節目を前に、今夜は名作変化を超凝縮して大公開！ブラマヨ小杉の奇妙な踊りに劇団ひとりの涙ソング、千原ジュニアの芸人日常の1コマ、ホリケンのイタズラ等ここでしか見られない貴重な珠玉ネタの永久保存版！罰金飛び交いまくりの一夜です！,1,2017-07-16-1
2017-07-17,「有名な橋と言えば？」「広い公園と言えば？」といったお題で連絡を取り合わず集合できるのか？人気企画「スマホなしで待ち合わせ」伊勢谷友介、川口春奈、ピエール瀧など豪華ゲストを迎え、浜田チーム・松本チームに分かれて対決！今回はジョーカー制度を導入！集合場所にジョーカーがやってきたら即解散！いつも足を引っ張るココリコ田中は？さらにそれを凌ぐ滝沢カレンが向かった場所とは？勝つのはどっち？意外な展開に大興奮,1,2017-07-17-1
2017-07-23,今週のガキの使いは７月１７日放送の「スマホなしで待ち合わせ未公開ＳＰ！」大波乱の激闘の裏ではこんなことも起きていた！ダウンタウン２人が突然出会った、松本も良く知る意外な人物とは？滝沢カレンの理想の男性…○○が速い人！松本が語る、これからの人生の意外な夢に伊勢谷友介も納得！さらに昼食タイムで浜田＆ピエール共通の弱点が明らかに！タクシーで松本があの名曲を熱唱！？ＳＰの放送を見た人も楽しめる永久保存版！,1,2017-07-23-1
2017-07-30,今週のガキの使いは超豪華！一本丸ごとダウンタウン２Ｓトーク！松本がジムでやってしまった恥ずかしすぎるミスを告白＆コンビニトイレでのマナーに苦言！そのぶっとんだ解決策とは！？浜田は今では考えられないマネジャーへの仕打ちを激白し松本も爆笑！？そして急展開！あの浜田そっくりのキャラがいる企業へ番組側からＣＭ出演を勝手にオファー！先方の回答に浜田焦りまくり！？等など話題盛りだくさん！あっという間の３０分！,1,2017-07-30-1
2017-08-06,今週のガキの使いは『有名人に会うまでぶらりし続けましょう～二子玉川編！』前回麻布十番で見事セインカミュを見つけクリアした一同。今回はお洒落な街並みと暮らしやすさからセレブファミリーが多く集う二子玉川で挑戦！最初のうちは目撃情報の多さから楽観的な一同だったが夏の暑さですぐにテンションダウン。探せども探せどもなかなか見つからず、雲行きは怪しくなるばかり…そして最後は謎の挨拶作戦で待ち伏せるが果たして？,1,2017-08-06-1
2017-08-13,今週のガキの使いは『男だらけのお菓子センス王選手権！』自分の好きなお菓子を買ってきてそのおいしさを熱烈プレゼン！ゲストにＴＭ西川貴教と篠原信一が登場！それぞれが激安の殿堂でもありお菓子の宝庫でもあるドンキホーテで数品選んでくる。プレゼンではそれを食べていた少年時代の話や意外と美味しいオリジナルの食べ方をすすめたりで大盛り上がり！そして強くプレゼンしすぎた方正に悲劇！？男だらけの菓子パーティー開幕！,1,2017-08-13-1
2017-08-20,今週のガキの使いは『この女性なら大丈夫！シングルファザー田中の再婚相手コンペ！』４ヶ月前に離婚してシングルファザーとなってしまった田中を心配して、メンバーが新たな再婚相手の紹介を買って出た！急な企画に戸惑う田中だが、メンバーは「この人なら大丈夫！」という女性芸能人をプレゼンし、さらに縁談を持ちかけにいったインタビューＶＴＲも披露。突然の話に相手も戸惑う様子だが田中の魅力で見事、再婚決定となるか！？,1,2017-08-20-1
2017-08-27,今週のガキの使いは『帰ってきたバスジャック鑑賞会！』数年前に遠藤主演で制作された映画「バスジャック」。その臭い演技で見た人を震撼させ、当番組でも度々話題に。そんな映画の続編が「帰ってきたバスジャック」として今年の７月に公開！ダウンタウンの出演可能性や舞台挨拶時の客の少なさなど話題を振りまいた。そんな遠藤渾身の主演映画を改めて皆で鑑賞！あの演技力は健在なのか？遠藤のシーン毎にボタンを押し総ツッコミ！,1,2017-08-27-1
2017-09-03,今週のガキの使いは恒例企画『サイレント図書館！』カードを引いてドクロがでたら、恐怖の罰ゲームが執行される！ゲストに千鳥を迎えて、今までよりもパワーアップしたおしおきのオンパレード！恒例のオッサンを使った罰も一段とキモさを増し、一同ドン引き！？そしてあの懐かしい(秘)名人が登場してまさかの必殺技で連続攻撃！さらに、大掛かりなマシンも登場、恥ずかしい罰も！果たしてメンバーの運命は？１番罰を受けるのは誰だ？,1,2017-09-03-1
2017-09-10,今週のガキの使いは「松本人志５４歳の誕生会！バースデーソングを贈ろう！」ガキの使いメンバーや(秘)ゲストが松本人志への想いを自ら作詞作曲したマジ歌にのせて歌い上げる！ココリコ、方正、浜田は果たしてどんな歌を歌うのか？そして意外な(秘)ゲストとは誰なのか？歌を贈られた松本の反応は？！さらに番組２８年の思い出話が飛び出し大盛り上がり！メンバー達の絆を見逃すな！,1,2017-09-10-1
2017-09-17,今週のガキの使いは『松本人志へバースデーソングを贈ろう完結編！』先週ガキメンバーが長い付き合いの中からの思い出を感動的な（？）歌詞にしたが、今週は松本に密かに想いを寄せていたサプライズバースデーゲストが登場。大女優は松本の◯◯になりたかったと大胆発言！？アスリートは初めて対面した嬉しさを歌い上げる！浜田も相方への思いの丈を歌詞に乗せ熱唱！そしてダウンタウンの２Ｓトークも！２人の夜の生活が明らかに！,1,2017-09-17-1
2017-09-24,今夜はガキの使い特別版！絶対に答えなくてはいけない！レジェンド芸人に聞きたいことＳＰ！「引退は考えているのか？」「誰がお金をたくさん持っているのか？」「愛人はいるのか？」加藤浩次・バカリズム・劇団ひとりら後輩芸人からキワドイ質問の嵐！果たしてレジェンド芸人たちは何と答える！？さらに若手時代の(秘)懐かし映像も大放出！そして誰が「笑いの神に愛されているのか？」を大検証！５０代芸人たちの生き様を見逃すな！,1,2017-09-24-1
2017-09-24,今週のガキは「絶対に答えなくてはいけない！レジェンド芸人に聞きたいこと未公開ＳＰ」本編では入りきらなかったギリギリトークまだまだあります！松本がブチ切れされたのは誰？浜田の芸能界の親友は？奥さんの誕生日間違えたのは？さらに抱きたい女芸人は誰なのか？真剣トーク！恵＆ヒロミの意外な趣味が明らかに！人気絶頂の出川が本気で欲しいスキルって何？そして出川＆肥後がずっと気にしていたダウンタウンとヒロミの関係？,2,2017-09-24-2
2017-10-01,今週のガキの使いは超豪華！一本丸ごとダウンタウン２Ｓトーク！松本が自身の身体に関する様々な悩みを告白！〇〇の位置に関して嫁から受けた驚きの仕打ちや年を取ってからの痛みの法則などを熱く語る！＆紅白に出場が決定した際の浜田の意外な態度も暴露！そして浜田には急展開！番組スタッフの水面下の動きで浜田においしい話が舞い込む！？果たして結果は？最後は２人それぞれのイメージの良し悪しで大舌戦を展開！お楽しみに！,1,2017-10-01-1
2017-10-08,今週のガキ使は『行ったことない街でベスト５聞きましょう！』５人が縁もゆかりもない土地で地元の人におすすめスポットを聞いて実際にそこへ行きその土地のベスト５を決める企画。関東圏の駅からくじ引きで選ばれた場所は観光地としてはなかなか名前が上がらない場所で予備知識０。そして不幸にもこの日は気温３０度を超える真夏日！行き当たりばったりで聞いたスポットは過酷極まる場所？ガキの使い的汗だくロードムービー開幕！,1,2017-10-08-1
2017-10-15,今週のガキ使は『行ったことない街でベスト５聞きましょう完結編！』先週から千葉県の房総半島にある岩井駅という縁もゆかりもない土地に降り立ち、地元民おすすめスポットベスト５を決めるべく聞きこみを続ける一同。序盤のまさかの炎天下登山で疲労困憊の中、次の場所ではそこそこの年のメンバーが今までに聞いたこともなかったグルメが登場！さらに絶品スイーツも堪能し日も暮れ始める中、ラストで目にしたのは超感動の〇〇！？,1,2017-10-15-1
2017-10-29,今週のガキ使は『乳首吸い王ＧＰ！』これまで怒り王、お腹痛い王、びっくり顔王など、何も知らない相手に気づかれずありえないことを自然にできるかを競ってきた『◯◯王企画』今回は、何も知らない相手の乳首を吸うという前代未聞かつ過去最高難度のテーマに挑む！乳首を吸うというありえなさに相手がうろたえる中、あれやこれやと乳首を吸う方に持っていくもハプニングが続出！警戒心を解いて見事な吸いっぷりを披露できるのか?,1,2017-10-29-1
2017-11-05,今週のガキ使は『乳首吸い王ＧＰ完結編！』先週から密室で行われてきた男どうしによる乳首吸い。遠藤、田中、ミキの昂生とチャレンジして、なんとか見るに耐えるものを披露してきた。そして今週は月亭方正があの大ベテラン芸人の乳首吸いに挑む！年上の大先輩の芸人の乳首をどのようにして吸うのか！？また、グランプリは一体誰の手に？そして後半はダウンタウンの２Ｓトーク！観客も思わず引いた！？松本がイラッとしたこととは？,1,2017-11-05-1
2017-11-12,今週のガキ使は「１年半ぶりの復活！夜の口パクヒットスタジオ！」日本の歌謡界を彩ってきた名曲の数々を豪華ゲスト陣とともにそのアーティストになりきって口パクでお届け！松本がまさかのあの歌手のあの名曲を？浜田もあの往年の名曲で渾身のマイクパフォーマンス！さらに、超意外なゲスト陣にも大注目…イケメン俳優から、若手人気芸人、外国人タレントまでもがガチ口パク…果たしてグランプリの栄冠に輝くのは一体誰なのか！？,1,2017-11-12-1
2017-11-19,今週のガキ使は『夜の口パクヒットスタジオ完結編！』まだまだ登場する超豪華口パクシンガー！あの伝説の歌姫がなぜかギャグ披露！？キャラ崩壊のレジェンド女性アーティストに国籍すら違う元祖外国人タレントなどオリジナリティ溢れすぎている口パクシンガーが勢揃い！元若者のカリスマに至ってはそのひどすぎる口パククオリティにスタジオ大爆笑！最後には誰かが禁断の生歌を披露！？ここでしか見られない伝説の宴を見逃すな！！,1,2017-11-19-1
2017-11-26,今週のガキ使は『５Ｓトーク！』メンバーが勢揃いして、先日終えたばかりの笑ってはいけないロケについて語る！今年もその過酷さに不満や愚痴が止まらない！松本がロケ当日の朝に出かける前の心境と、罰のジャッジについての怒りをぶちまける！さらには、過去シリーズからいろいろなデータを大発表！全員がお尻を叩かれた総数がとんでもない数字に！？そして、あのタイキックの誕生秘話とは？過去の映像も交えて初めて明かされる！,1,2017-11-26-1
2017-12-03,今週のガキは『どうせこんなん似合うんやろ選手権ぺえ編！』原宿のカリスマ店員で超おしゃれ上級者として１０代から熱狂的支持を集めるぺえ。そんな彼に似合うと思うトップスとワンポイントアイテムをメンバーが実際に街に出てお買い物！松本はカラフルさを重視？浜田はあえての…今回も各々のアイテムに対して揚げ足の取り合い！そして意外なアイテムでぺえの新しい魅力を発掘！？この企画で自腹を切りまくりの田中の運命はいかに,1,2017-12-03-1
2017-12-10,今週のガキは『冷蔵庫の食材でうまいもん作ったるわバトル！』メンバーがそれぞれ冷蔵庫を割り当てられ、そこに入っている食材を見てインスピレーションで美味しいと思う料理を調理して振る舞う。冷蔵庫の中身は牛、豚、鶏、魚、海鮮系とジャンルも様々で、初めて扱う食材も多数。方正の右往左往した味付けや遠藤のありえない勘違い、浜田の謎のテクニックなど普段料理をしないメンバーは大苦戦！その完成品の出来栄えやいかに！？,1,2017-12-10-1
2017-12-17,今週のガキの使いは２０１７年のおもしろＶＴＲをベスト１０形式で振り返る！スタジオの総合司会は２０年連続で元ダウンタウンマネージャーの藤原寛が務め、恒例のオープニングアクトでは今年大ブレイクしたあの芸人を相方とともに完璧に決める！？そしてＶＴＲはもう一度見たい爆笑企画の笑い所のみを抽出してお届け！歌あり絶叫あり隠し撮りありとバカバカしすぎる企画の数々にメンバーも改めて爆笑！栄えある１位に輝くのは！？,1,2017-12-17-1
2017-12-24,今週のガキの使いは放送まであと７日！年末ＳＰ『笑ってはいけないアメリカンポリス』今週はその見所の一部を先日のメンバー記者会見とともに大公開！毎年その過酷さに愚痴をこぼし続け今年で１２回目。今回も堪えきれない笑いの仕掛けが５人に襲いかかる！もはや恒例となった方正のおもしろ扮装での地獄のケツ叩きタイム、大物刺客、メンバーのいざこざなどを過去の名場面と比較しながらちょい見せ！大晦日前に笑いすぎご注意！,1,2017-12-24-1
2017-12-31,今年のテーマは「アメリカンポリス」！新人ポリスに扮する５人に笑いの刺客たちが次々に襲い掛かる！あのお騒がせ不倫俳優がまさかの扮装！？あの人気芸人がバスネタで！？ダウンタウンにもあの「魔の手」が忍び寄る…方正、恒例のお色直しで絶叫！今年もあります「絶対に驚いてはいけない」仕掛けがさらにパワーアップ！さらに人気芸人たちが体を張って根性を見せる！「鬼ごっこ」にあの個性派俳優が登場！笑いっぱなしの６時間！,1,2017-12-31-1
2018-01-06,大晦日の「絶対に笑ってはいけないアメリカンポリス２４時」！泣く泣くカットした爆笑未公開シーンを一挙大公開！大晦日を見逃した人も楽しめるおさらいも！あの人が今年も見せた！完コピネタ＆番組に恨みを持つ刺客たちが復讐のためにバスに襲来＆大物俳優が署長に扮して大ダメージを与える！＆引き出しネタでまさかの超常現象＆田中のもう一人の再婚相手候補＆鬼ごっこであのアスリートが恐怖の罰を執行＆メンバーのしゃくれ対決,1,2018-01-06-1
2018-01-07,今週のガキは昨年大晦日の「絶対に笑ってはいけないアメリカンポリス」のまだあった未公開映像ＳＰ！６日の完全版にも入らなかったシーンを一挙公開！チーム対抗レクリエーション大会ではもう１つゲームがあった！それは「なりきり５０音ゲーム」ダウンタウンのまさかの回答…そして毎年恒例ジミー大西のVTRにも続きが…監禁されたジミーに恐怖の実験！その他研修部屋での５人の未公開トークも！「アメリカンポリス」ここに完結,1,2018-01-07-1
2018-01-14,今週のガキ使は大人気企画のついに登場！『バイきんぐ小峠七変化！』キングオブコント覇者で当代きってのコント師が七変化に挑む！小峠はなんと記念すべき５０人目の挑戦者！収録までの間、常にこのことが頭をよぎっていたというほどの緊張状態で臨む。相方西村も見守る中、演技力、小道具、リアクションなど様々な角度から笑いを取りにかかる！さらにハプニングも相まって会議室は爆笑の渦に！？果たして、最高金額獲得なるか！？,1,2018-01-14-1
2018-01-21,今週のガキの使いは「ラスボス降臨！小林幸子プロデュースカルタ争奪戦！」毎回ゲストが絵札も読み札も全て自身で作成したものをメンバーが奪いあう人気企画。今回は芸能生活５３年のレジェンド歌手小林幸子が登場！その芸歴は伊達じゃない！演歌界の厳しすぎるルールや辛い体験談＆話題をさらったあの最先端の仕事、そして松本浜田の意外な暴露話まで！？そしてなぜか田中が追い込まれる謎の展開？ドタバタカルタを制するのは！？,1,2018-01-21-1
2018-01-28,今週のガキは『大新年会山—１グランプリ』毎年、番組の新年会の中で行われている、月亭方正の独断で最もおもろい芸人を決める大会。今年で１２回目を迎え、過去にはキンタロー。、スギちゃん、ピスタチオ等その年のブレイク芸人を輩出し、いつのまにか若手芸人にとっての登竜門的大会となった。今回も７００組以上の芸人をオーディションし、その狭き門をくぐり抜けた７組が渾身のネタを披露！今年、優勝を勝ち取る芸人は一体誰！？,1,2018-01-28-1
2018-02-04,今週のガキの使いは超豪華！一本丸ごとダウンタウン２Ｓトーク！松本がオーストラリアの空港で体験した嘘みたいな事件とは！？衝撃すぎる結末に会場爆笑！ついにそのベールを脱ぐ！？松本式筋肉トレーニング！オリジナルのカウント法に、限界をむかえた時の突破法など、独創的すぎる手法の数々に浜田も困惑？憤慨！大雪の日に松本が遭遇したおっさんの謎のジャーナリズムとは？浜田の提示した解決法に松本テンションだだ下がり！？,1,2018-02-04-1
2018-02-11,今週のガキ使は『いきなり！ステーキ食べ尽くして１０万円！』メンバーが都内人気チェーン店をはしごして、指定された店舗数分を食べきることができるかというチャレンジ企画。今回は手頃な値段で美味しいステーキが楽しめる店として現在人気沸騰中の「いきなり！ステーキ」でチャレンジ！店では２００グラムを５人で分けて完食して店舗を巡っていく。続々と出てくるヘビーなステーキにおっさんメンバー達の胃袋は耐えられるのか？,1,2018-02-11-1
2018-02-18,今週のガキ使は『いきなりステーキ食べ尽くして１０万円！完結編』メンバーが都内人気チェーン店をはしごして、２００ｇずつ指定された３７店舗分を食べきることができるかというチャレンジ企画。序盤から順調に余裕の表情で肉を食らっていたメンバー。先週７店舗を制覇し今週も肉を食べ続ける！カギとなるのは食べるステーキを決めるくじ引きと付け合わせのチョイス！賞金か自腹か、果たしてメンバーの運命は？ステーキロケ完結！,1,2018-02-18-1
2018-02-25,今週のガキの使いは「芸能界完全引退？さよなら月亭方正！」今年で５０歳！２回目の放送から「ガキの使い」に参加してきた月亭方正がまさかの芸能界完全引退を発表！？果たして彼に引退を決意させた理由は何なのか…さらにこれまでの月亭方正名場面も大公開！あのライバルとの因縁の対決や才能あふれる音楽プロデュースなど方正が残した偉大な軌跡は見応え十分！そして、番組の最後には誰も予想できなかった衝撃の展開が待っていた,1,2018-02-25-1
2018-03-04,今週のガキの使いは『世界のテーブルゲームを遊び尽くせ！』世界各国に実際にあるテーブルゲームがスタジオに大集合！見たこともないゲームの数々に戸惑うメンバー一同。トークしながらこっそり上がるカードゲームやトイレの水がかかるゲーム、あだ名を付けて記憶するゲームなど、不思議な世界感や奥の深さに徐々に引き込まれる。負けて悔しがり出し抜いて、はしゃいでおっさんの宴は大盛り上がり！果たしてゲームに勝つのは誰だ？,1,2018-03-04-1
