cctid,showcode,show,date,segment,episode,description_ja,name_ja,metadata,showid,detective,location,requester,order,topic.jp,topic.en,topic.en_d,subbed.status,episode.date,episode.year,episode.number,episode.host,subbed.subfile,topic.jp_n,topic.en_n,topic.en_f,segmentid
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""福井敏雄, ""探偵"":""北野誠, ""位置"":""兵庫県西宮市""}",,北野誠,兵庫県西宮市,18,#2,マネキンになりたい！,I want to be a mannequin!,I want to be a mannequin!,False,1998-10-23,1998.0,40.0,福井敏雄,,,,,1998-10-23 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""福井敏雄, ""探偵"":""立原啓裕, ""位置"":""兵庫県西宮市""}",,立原啓裕,兵庫県西宮市,23,#3,ポン臭いポポーを探せ,Find Pon smelly Popoo,Find the Pong Smelly Popo!,False,1998-10-23,1998.0,40.0,福井敏雄,,,,,1998-10-23 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""長原成樹, ""位置"":""和歌山県和歌山市""}",,長原成樹,和歌山県和歌山市,32,#1,幻の巨大ナメクジ,Vision's huge name Kuji,The Phantom Giant Slug,False,1998-10-30,1998.0,41.0,キダ・タロー,,,,,1998-10-30 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""大阪市城東区""}",,桂小枝,大阪市城東区,22,#2,小ネタ集 つねった時、体のどの部分が一番痛い？,"When I got a small neta, which part of the body is most painful?",What part of the body hurts the most when you pinch it?,False,1998-10-30,1998.0,41.0,キダ・タロー,,,,,1998-10-30 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""大阪府和泉市""}",,桂小枝,大阪府和泉市,26,#3,小ネタ集 オナラを分散させるとニオイは消える？,"Small neta collection If you distribute farts, odors disappear?",What is the most painful part of the body when pinched?,False,1998-10-30,1998.0,41.0,キダ・タロー,,,,,1998-10-30 - #3
,knightscoop,Knight Scoop,,4,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""京都市""}",,桂小枝,京都市,,#4,小ネタ集 ヒゲで、大根やワサビがおろせるのか？,Do you let go of radish and Wasabi with a small neta collection?,Small stories Can you cut radish and horseradish with a mustache?,False,1998-10-30,1998.0,41.0,キダ・タロー,,,,,1998-10-30 - #4
,knightscoop,Knight Scoop,,5,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""大阪市阿倍野区""}",,桂小枝,大阪市阿倍野区,,#5,小ネタ集 桂小枝とザトウクジラの声は似ているのか？,Is the voice of the small neta collection Katsura and Zatouxilla similar?,Small stories Do the voices of Katsura Kojie and humpback whales sound alike?,False,1998-10-30,1998.0,41.0,キダ・タロー,,,,,1998-10-30 - #5
,knightscoop,Knight Scoop,,6,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""大阪市淀川区""}",,桂小枝,大阪市淀川区,20,#6,小ネタ集 世界レベルの超高速回転指まわし！,Small neta collection World level ultra-high speed rotation finger!,Small stories World class super high speed finger spinning!,False,1998-10-30,1998.0,41.0,キダ・タロー,,,,,1998-10-30 - #6
,knightscoop,Knight Scoop,,7,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""石田靖, ""位置"":""神戸市""}",,石田靖,神戸市,45,#7,修学旅行のおみやげは？,What is a souvenir for school trips?,What is the best souvenir from a school trip?,False,1998-10-30,1998.0,41.0,キダ・タロー,,,,,1998-10-30 - #7
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""福井敏雄, ""探偵"":""桂小枝, ""位置"":""大阪市""}",,桂小枝,大阪市,35,#1,大阪球場のイスが欲しい,I want a chair of Osaka Stadium,I want a chair from Osaka stadium!,False,1998-11-06,1998.0,42.0,福井敏雄,,,,,1998-11-06 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""福井敏雄, ""探偵"":""北野誠, ""位置"":""大阪市北区""}",,北野誠,大阪市北区,69,#2,幻のタコのすき焼,Phantom octopus plow,What is the best pachinko machine?,False,1998-11-06,1998.0,42.0,福井敏雄,,,,,1998-11-06 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""福井敏雄, ""探偵"":""長原成樹, ""位置"":""東京都世田谷区""}",,長原成樹,東京都世田谷区,,#3,私がデザインしたパチンコ機,Pachinko machine I designed,What is the best pachinko machine?,False,1998-11-06,1998.0,42.0,福井敏雄,,,,,1998-11-06 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""石田靖, ""位置"":""大阪市西淀川区""}",,石田靖,大阪市西淀川区,27,#1,「さかな・さかな・さかな」の歌,"Song of ""Sakana, Sakana-Sakana""","The song ""Fish, Fish, Fish",False,1998-11-13,1998.0,43.0,キダ・タロー,,,,,1998-11-13 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""立原啓裕, ""位置"":""大阪府堺市""}",,立原啓裕,大阪府堺市,21,#2,尼イモを食べたい,I want to eat the,I want to eat nun potatoes,False,1998-11-13,1998.0,43.0,キダ・タロー,,,,,1998-11-13 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""長原成樹, ""位置"":""京都市""}",,長原成樹,京都市,13,#3,お母さんたちの初恋,My mom's first love,Mothers' First Love,False,1998-11-13,1998.0,43.0,キダ・タロー,,,,,1998-11-13 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""桂小枝, ""位置"":""兵庫県西宮市""}",,桂小枝,兵庫県西宮市,22,#1,ドブ川でアユ釣り,Ayu fishing at the Dub River,Fishing for Ayu in the Dobu River,False,1998-11-20,1998.0,44.0,"オスマン・
サンコン",,,,,1998-11-20 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""北野誠, ""位置"":""大阪府堺市""}",,北野誠,大阪府堺市,32,#2,ペルーのバンドに仕返ししたい,I want to return to Peru's band,I want to get back at the Peruvian band,False,1998-11-20,1998.0,44.0,"オスマン・
サンコン",,,,,1998-11-20 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""長原成樹, ""位置"":""大阪府吹田市""}",,長原成樹,大阪府吹田市,10,#3,やみなべを食べたい小学生,A small student who wants to eat a misanabe,Elementary school students who want to eat yami nabe,False,1998-11-20,1998.0,44.0,"オスマン・
サンコン",,,,,1998-11-20 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""石田靖, ""位置"":""神戸市東灘区""}",,石田靖,神戸市東灘区,21,#1,壮絶！カレー対決,Funny! Curry confrontation,Fierce! Curry Showdown,False,1998-11-27,1998.0,45.0,"オスマン・
サンコン",,,,,1998-11-27 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""立原啓裕, ""位置"":""神戸市""}",,立原啓裕,神戸市,40,#2,懐かしのポスター・ブロマイドを探せ,Find a nostalgic poster bromide,Search for nostalgic posters and bromides,False,1998-11-27,1998.0,45.0,"オスマン・
サンコン",,,,,1998-11-27 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""間寛平, ""位置"":""京都市""}",,間寛平,京都市,,#3,めだかの弟子になりたい男の子,A boy who wants to be a disciple,A boy who wants to be a medaka's apprentice,False,1998-11-27,1998.0,45.0,"オスマン・
サンコン",,,,,1998-11-27 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""福井敏雄, ""探偵"":""長原成樹, ""位置"":""東京都中野区""}",,長原成樹,東京都中野区,20,#1,缶けり最強の鬼！,Can and the strongest demon!,The strongest demon in can-slinging!,False,1998-12-04,1998.0,46.0,福井敏雄,,,,,1998-12-04 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""福井敏雄, ""探偵"":""桂小枝, ""位置"":""兵庫県三木市""}",,桂小枝,兵庫県三木市,29,#2,寝相の悪い彼,Bad of the sleeping,A man with a bad sleeping habit,False,1998-12-04,1998.0,46.0,福井敏雄,,,,,1998-12-04 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""福井敏雄, ""探偵"":""石田靖, ""位置"":""大阪市平野区""}",,石田靖,大阪市平野区,25,#3,私の御先祖自慢,My eldest ancestors,My Ancestor's Pride,False,1998-12-04,1998.0,46.0,福井敏雄,,,,,1998-12-04 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""立原啓裕, ""位置"":""大阪府茨木市""}",,立原啓裕,大阪府茨木市,23,#1,凧でサカナ釣り？,Sakana fishing with a kite?,Fishing for sakanaka with a kite?,False,1998-12-11,1998.0,47.0,キダ・タロー,,,,,1998-12-11 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""長原成樹, ""位置"":""兵庫県尼崎市""}",,長原成樹,兵庫県尼崎市,60,#2,舞子になりたい60歳,60 years old want to be Maiko,A 60-year-old who wants to be a maiko,False,1998-12-11,1998.0,47.0,キダ・タロー,,,,,1998-12-11 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""北野誠, ""位置"":""京都府八幡市""}",,北野誠,京都府八幡市,30,#3,幻の鈴なりの柿,Phantom bell,Phantom bell-shaped persimmon,False,1998-12-11,1998.0,47.0,キダ・タロー,,,,,1998-12-11 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""若林正人, ""探偵"":""長原成樹, ""位置"":""愛知県常滑市""}",,長原成樹,愛知県常滑市,34,#1,夢の「ポンすき」がしたい！,"I want to have a dream ""Ponku""!","I want to play my dream game of ""pon sukiyaki""!",False,1998-12-18,1998.0,48.0,若林正人,,,,,1998-12-18 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""若林正人, ""探偵"":""桂小枝, ""位置"":""京都市""}",,桂小枝,京都市,27,#2,私に初恋をしたはずの人!?,A person who should have been first love for me!,The man who supposedly fell in love with me for the first time!,False,1998-12-18,1998.0,48.0,若林正人,,,,,1998-12-18 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""若林正人, ""探偵"":""石田靖, ""位置"":""大阪府高石市""}",,石田靖,大阪府高石市,10,#3,ザリガニをかけた親子対決！,Parent-child confrontation with crayfish!,A father and son duel over a crayfish!,False,1998-12-18,1998.0,48.0,若林正人,,,,,1998-12-18 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""若林正人, ""探偵"":""立原啓裕, ""位置"":""大阪府守口市""}",,立原啓裕,大阪府守口市,31,#1,宝石を探し求める父,Father asking for jewelry,A father in search of jewels,False,1998-12-25,1998.0,49.0,若林正人,,,,,1998-12-25 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""若林正人, ""探偵"":""間寛平, ""位置"":""兵庫県赤穂郡""}",,間寛平,兵庫県赤穂郡,,#2,ヒドい似顔絵の犯人は？,What is a hidden carpatic culprit?,Who is the culprit behind the horrible portrait?,False,1998-12-25,1998.0,49.0,若林正人,,,,,1998-12-25 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""若林正人, ""探偵"":""北野誠, ""位置"":""大阪府寝屋川市""}",,北野誠,大阪府寝屋川市,20,#3,流し台でボン！,Bonn on the sink!,Bong in the sink!,False,1998-12-25,1998.0,49.0,若林正人,,,,,1998-12-25 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":"", ""探偵"":"", ""位置"":""""}",,,,,#1,99 アカデミー大賞,99 Academy Awards,99 Academy Awards,False,1999-01-03,1999.0,1.0,,,,,,1999-01-03 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":"", ""探偵"":"", ""位置"":""""}",,,,,#2,主演女優賞 長崎千賀さん 97/01/31 マネキンと結婚したい,Starring Actress Prize Nagasaki Suga 97/01/31 I want to marry Mannequin,Best Performance by an Actress in Leading Role Chika Nagasaki 97/01/31 I Want to Marry a Mannequin,False,1999-01-03,1999.0,1.0,,,,,,1999-01-03 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":"", ""探偵"":"", ""位置"":""""}",,,,,#3,助演女優賞 植田喜美子さん 98/07/24 「愛してる」と言って!!,"Supported Actress Award Ueda Kamiko 98/07/24 ""I love you"" !!","Best Supporting Actress Award Ms. Kimiko Ueda 98/07/24 Say ""I Love You""!",False,1999-01-03,1999.0,1.0,,,,,,1999-01-03 - #3
,knightscoop,Knight Scoop,,4,,,,"{""ホスト"":"", ""探偵"":"", ""位置"":""""}",,,,,#4,最優秀スポーツマン賞 西村仁志さん 98/08/07 たった１人の陸上部員,Best Sportsman Award Nishimura Nishima 98/08/07 Only one Athletic Member,Best Sportsman Award Mr. Hitoshi Nishimura 98/08/07 Only One Athlete,False,1999-01-03,1999.0,1.0,,,,,,1999-01-03 - #4
,knightscoop,Knight Scoop,,5,,,,"{""ホスト"":"", ""探偵"":"", ""位置"":""""}",,,,,#5,ヒューマングループ賞 大野さん一家 97/10/24 四十八茶を飲んだ犯人,Human Group Award Ono-san House 97/10/24 Cullain Drinking Forty Eighteen,Human Group Award Mr. Ohno and Family 97/10/24 The Criminal Who Drank 48 Tea,False,1999-01-03,1999.0,1.0,,,,,,1999-01-03 - #5
,knightscoop,Knight Scoop,,6,,,,"{""ホスト"":"", ""探偵"":"", ""位置"":""""}",,,,,#6,助演男優賞 神吉宏充さん 98/05/15 幻の将棋仙人,Supported actor Award Kamichi Hiroshi 98/05/15 Phantom Shimosensman,Supporting Actor Award Hiromitsu Kamiyoshi 98/05/15 The Phantom Shogi Immortal,False,1999-01-03,1999.0,1.0,,,,,,1999-01-03 - #6
,knightscoop,Knight Scoop,,7,,,,"{""ホスト"":"", ""探偵"":"", ""位置"":""""}",,,,,#7,主演男優賞 高原誉之さん・山崎英史さん 98/11/27 壮絶！カレー対決,"Starring actor Award Kaono Kahara, Higashi Yamazaki 98/11/27 Mustary! Curry confrontation",Best Performance by an Actor in Leading Role Award Mr. Takayuki Takahara and Mr. Hidefumi Yamazaki 98/11/27 Spectacular! Curry Showdown,False,1999-01-03,1999.0,1.0,,,,,,1999-01-03 - #7
,knightscoop,Knight Scoop,,8,,,,"{""ホスト"":"", ""探偵"":"", ""位置"":""""}",,,,,#8,主演動物賞 シンシュウゾウの化石さん 97/04/18 世紀の発見!?恐竜の化石,Starring Animal Award Cynshu Zou Fossil 97/04/18 Discovery of 18th Century!? Dinosaur fossils,Best Performance by an Animal in a Leading Role Award Shinshu Elephant Fossil 97/04/18 The Discovery of the Century! Fossils of Dinosaurs,False,1999-01-03,1999.0,1.0,,,,,,1999-01-03 - #8
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""福井敏雄, ""探偵"":""北野誠, ""位置"":""愛媛県松山市""}",,北野誠,愛媛県松山市,35,#1,硫黄島の怪奇な生物,Womoka Island's strange organism,Strange Creatures of Iwo Jima,False,1999-01-08,1999.0,2.0,福井敏雄,,,,,1999-01-08 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""福井敏雄, ""探偵"":""石田靖, ""位置"":""名古屋市""}",,石田靖,名古屋市,28,#2,幻のヘビ女,Phantom snake woman,The Phantom Snake Woman,False,1999-01-08,1999.0,2.0,福井敏雄,,,,,1999-01-08 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""福井敏雄, ""探偵"":""長原成樹, ""位置"":""徳島県""}",,長原成樹,徳島県,30,#3,妻を笑わせたいギニア人,Guinear who wants to make my wife laugh,A Guinean Who Wants to Make His Wife Laugh,False,1999-01-08,1999.0,2.0,福井敏雄,,,,,1999-01-08 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""立原啓裕, ""位置"":""大阪府豊中市""}",,立原啓裕,大阪府豊中市,13,#1,馬で通学したい？,Want to go to school with a horse?,Do You Want to Ride a Horse to School?,False,1999-01-15,1999.0,3.0,キダ・タロー,,,,,1999-01-15 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""大阪市城東区""}",,桂小枝,大阪市城東区,43,#2,星に願うオバチャン,Obachan who wishes to star,An old lady who wishes upon a star,False,1999-01-15,1999.0,3.0,キダ・タロー,,,,,1999-01-15 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""間寛平, ""位置"":""大阪市""}",,間寛平,大阪市,25,#3,お年寄りに聞け!! 大の大人は何歳からか？,Listen to the elderly! How old is the largest adult?,Ask an old man! How old do you have to be to be a grown-up?,False,1999-01-15,1999.0,3.0,キダ・タロー,,,,,1999-01-15 - #3
,knightscoop,Knight Scoop,,4,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""間寛平, ""位置"":""神戸市""}",,間寛平,神戸市,23,#4,お年寄りに聞け!! 夜に爪を切ったらいけないのか？,Listen to the elderly !! Do you have to cut nails at night?,Ask an old person! Is it wrong to cut my nails at night?,False,1999-01-15,1999.0,3.0,キダ・タロー,,,,,1999-01-15 - #4
,knightscoop,Knight Scoop,,5,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""間寛平, ""位置"":""大阪府豊中市""}",,間寛平,大阪府豊中市,8,#5,お年寄りに聞け!! 「ハー」は温かく、「フー」は冷たい？,"Listen to the elderly! ""Haru"" is warm and ""Hu"" is cold?","Ask an old person! Is ""Ha"" warm and ""Hu"" cold?",False,1999-01-15,1999.0,3.0,キダ・タロー,,,,,1999-01-15 - #5
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""福井敏雄, ""探偵"":""桂小枝, ""位置"":""兵庫県川西市""}",,桂小枝,兵庫県川西市,,#1,パイを投げつけられたい友人,Friends who want to throw pie,Friends who want to have pie thrown at them.,False,1999-01-22,1999.0,4.0,福井敏雄,,,,,1999-01-22 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""福井敏雄, ""探偵"":""長原成樹, ""位置"":""三重県""}",,長原成樹,三重県,27,#2,愛しのチンゲくん,I love you,"Love, Mr. Chingge",False,1999-01-22,1999.0,4.0,福井敏雄,,,,,1999-01-22 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""福井敏雄, ""探偵"":""立原啓裕, ""位置"":""神奈川県""}",,立原啓裕,神奈川県,45,#3,老犬ハッピーの恋,Old dog happy love,Old Dog Happy's Love,False,1999-01-22,1999.0,4.0,福井敏雄,,,,,1999-01-22 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""長原成樹, ""位置"":""奈良県五條市""}",,長原成樹,奈良県五條市,20,#1,祖父の祖父の墓,Grandfather's grandfather's tomb,My grandfather's grandfather's grave,False,1999-01-29,1999.0,5.0,キダ・タロー,,,,,1999-01-29 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""北野誠, ""位置"":""北九州市""}",,北野誠,北九州市,19,#2,天才家庭教師あらわる!!,Genius Tutor Teacher!!,A genius tutor appears!,False,1999-01-29,1999.0,5.0,キダ・タロー,,,,,1999-01-29 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""石田靖, ""位置"":""滋賀県八日市市""}",,石田靖,滋賀県八日市市,32,#3,あの名曲を作ったのは!?,What did you make?,Who wrote that famous song?,False,1999-01-29,1999.0,5.0,キダ・タロー,,,,,1999-01-29 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""立原啓裕, ""位置"":""岐阜県""}",,立原啓裕,岐阜県,27,#1,キリンに乗りたい女教師,A female teacher who wants to get on a giraffe,The Teacher Who Wants to Ride a Giraffe,False,1999-02-05,1999.0,6.0,"オスマン・
サンコン",,,,,1999-02-05 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""北野誠, ""位置"":""奈良県""}",,北野誠,奈良県,51,#2,夜の蝶になりたい,I want to be a night butterfly,I Want to Be a Butterfly in the Night,False,1999-02-05,1999.0,6.0,"オスマン・
サンコン",,,,,1999-02-05 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""間寛平, ""位置"":""札幌市""}",,間寛平,札幌市,26,#3,関西弁を恐れる女,Woman who fears Kansai dialect,The Woman Who Fears the Kansai Dialect,False,1999-02-05,1999.0,6.0,"オスマン・
サンコン",,,,,1999-02-05 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""長原成樹, ""位置"":""岡山県玉野市""}",,長原成樹,岡山県玉野市,29,#1,全国のナンバープレートを集めろ!!,Collect number plates nationwide!!,Collect all the license plates in Japan!,False,1999-02-12,1999.0,7.0,"オスマン・
サンコン",,,,,1999-02-12 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""桂小枝, ""位置"":""奈良県天理市""}",,桂小枝,奈良県天理市,26,#2,決定的に変な写真!?,Decisively strange photo!,Decidedly weird photo!,False,1999-02-12,1999.0,7.0,"オスマン・
サンコン",,,,,1999-02-12 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""オスマン・
サンコン, ""探偵"":""石田靖, ""位置"":""徳島県麻植郡""}",,石田靖,徳島県麻植郡,,#3,幻の野球拳ゲーム,Phantom baseball fist game,Baseball fist game,False,1999-02-12,1999.0,7.0,"オスマン・
サンコン",,,,,1999-02-12 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""吉村作治, ""探偵"":""立原啓裕, ""位置"":""神戸市""}",,立原啓裕,神戸市,22,#1,ポキポキゲームに勝ちたい,I want to win the Pokipoki game,I want to win the Poke Poke game!,False,1999-02-19,1999.0,8.0,吉村作治,,,,,1999-02-19 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""吉村作治, ""探偵"":""北野誠, ""位置"":""兵庫県芦屋市""}",,北野誠,兵庫県芦屋市,16,#2,超激辛シシトウの見分け方,How to distinguish super-spicy shit,How to tell the difference between super-hot shishito peppers,False,1999-02-19,1999.0,8.0,吉村作治,,,,,1999-02-19 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""吉村作治, ""探偵"":""石田靖, ""位置"":""滋賀県草津市""}",,石田靖,滋賀県草津市,64,#3,スーパー幼稚園児を捜せ,Search for super kindergarten children,Search for Super Kindergartener,False,1999-02-19,1999.0,8.0,吉村作治,,,,,1999-02-19 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""吉村作治, ""探偵"":""石田靖, ""位置"":""富山県高岡市""}",,石田靖,富山県高岡市,67,#1,67歳の夜遊び,67-year-old night play,The nightlife of a 67-year-old,False,1999-02-26,1999.0,9.0,吉村作治,,,,,1999-02-26 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""吉村作治, ""探偵"":""長原成樹, ""位置"":""大阪府箕面市""}",,長原成樹,大阪府箕面市,19,#2,値切りの達人になりたい,I want to be a slump,I want to be a bargaining expert,False,1999-02-26,1999.0,9.0,吉村作治,,,,,1999-02-26 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""吉村作治, ""探偵"":""桂小枝, ""位置"":""北海道網走市""}",,桂小枝,北海道網走市,23,#3,寝ると汚れが落ちる!?,"When I go to bed, the dirt falls!",How to get rid of dirt when you sleep,False,1999-02-26,1999.0,9.0,吉村作治,,,,,1999-02-26 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""福井敏雄, ""探偵"":""石田靖, ""位置"":""大阪府羽曳野市""}",,石田靖,大阪府羽曳野市,19,#1,世界最強!?徳田流格闘術,World's Strongest! Tokuda Future,The World's Strongest! Tokuda's martial arts,False,1999-03-05,1999.0,10.0,福井敏雄,,,,,1999-03-05 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""福井敏雄, ""探偵"":""立原啓裕, ""位置"":""和歌山県和歌山市""}",,立原啓裕,和歌山県和歌山市,29,#2,懐しの戦闘機鍋,Nostalgic fighter pan,A nostalgic fighter plane hot pot,False,1999-03-05,1999.0,10.0,福井敏雄,,,,,1999-03-05 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""福井敏雄, ""探偵"":""北野誠, ""位置"":""大阪市平野区""}",,北野誠,大阪市平野区,31,#3,酔った自分を見たい,I want to see drunk myself,I want to see myself drunk!,False,1999-03-05,1999.0,10.0,福井敏雄,,,,,1999-03-05 - #3
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""長原成樹, ""位置"":""山口県山口市""}",,長原成樹,山口県山口市,23,#1,おばあちゃんの初恋の人,Grandma's first love person,Grandma's First Love,False,1999-03-12,1999.0,11.0,キダ・タロー,,,,,1999-03-12 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""間寛平, ""位置"":""東京都""}",,間寛平,東京都,22,#2,自分にそっくりな肖像画,Portrait of oneself,A portrait that looks just like me,False,1999-03-12,1999.0,11.0,キダ・タロー,,,,,1999-03-12 - #2
,knightscoop,Knight Scoop,,3,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""大阪府枚方市""}",,桂小枝,大阪府枚方市,,#3,街の気になるスポット 「ありがとうございやした」,"Spot that I'm worried about the city ""Thank you""","Interesting spot in the city: ""Thank you very much.",False,1999-03-12,1999.0,11.0,キダ・タロー,,,,,1999-03-12 - #3
,knightscoop,Knight Scoop,,4,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""大阪府堺市""}",,桂小枝,大阪府堺市,,#4,街の気になるスポット 手回しポンスエキセン２万５千円,"Spot hand-torn apocons of the city Echen 25,000 yen","Interesting spot in town: 25,000 yen for a hand-cranked ponce excerpt",False,1999-03-12,1999.0,11.0,キダ・タロー,,,,,1999-03-12 - #4
,knightscoop,Knight Scoop,,5,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""京都市""}",,桂小枝,京都市,,#5,街の気になるスポット 道路に「あと４km」,"""4 km after"" on the spot road that is worried about the city","Interesting spot in town: ""4km to go"" on the road",False,1999-03-12,1999.0,11.0,キダ・タロー,,,,,1999-03-12 - #5
,knightscoop,Knight Scoop,,6,,,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""兵庫県猪名川町""}",,桂小枝,兵庫県猪名川町,,#6,街の気になるスポット ＣＤが止まる!!謎の道路,The spot CD that is anxious to the city stops! Mysterious road,Spot of interest in the city CD stops! Mysterious road,False,1999-03-12,1999.0,11.0,キダ・タロー,,,,,1999-03-12 - #6
,knightscoop,Knight Scoop,,1,,,,"{""ホスト"":""福井敏雄, ""探偵"":""桂小枝, ""位置"":""大阪府吹田市""}",,桂小枝,大阪府吹田市,33,#1,見つかるはずのない写真,Pictures that should not be found,Photos you'll never find,False,1999-03-19,1999.0,12.0,福井敏雄,,,,,1999-03-19 - #1
,knightscoop,Knight Scoop,,2,,,,"{""ホスト"":""福井敏雄, ""探偵"":""長原成樹, ""位置"":""福岡市博多区""}",,長原成樹,福岡市博多区,37,#2,名作！こんにゃく物語,Masterpiece! Konnyako story,Masterpiece! Konjac Story,False,1999-03-19,1999.0,12.0,福井敏雄,,,,,1999-03-19 - #2
