cct_id,show_id,show,show_ja,date,episode,segment,name_ja,name_en,description_ja,metadata,cct_permalink,cct_url,subbed,cct_link,cct_index
knightscoop_20010103_634_9,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-03,634,9,96/03/01 おばあちゃんの謎 何でも食べます！,,,"ホスト:キダ・タロー, 探偵: 石田靖, 位置: 兵庫県宝塚市",,,,,
knightscoop_20010103_634_10,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-03,634,10,93/09/17 手作りホーバークラフトは走るか!?,,,"ホスト:キダ・タロー, 探偵: 越前屋俵太, 位置: 徳島県鳴門市",,,,,
knightscoop_20010103_634_11,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-03,634,11,00/09/29 大阪ごりんピック 男子牛乳180cc自由形,,,"ホスト:キダ・タロー, 探偵: 松村邦洋, 位置: ",,,,,
knightscoop_20010103_634_12,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-03,634,12,91/04/26 自然な暮らし,,,"ホスト:キダ・タロー, 探偵: トミーズ雅, 位置: ",,,,,
knightscoop_20010103_634_13,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-03,634,13,92/04/24 潮騒オタクの野望,,,"ホスト:キダ・タロー, 探偵: 北野誠, 位置: ",,,,,
knightscoop_20010103_634_14,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-03,634,14,88/11/19 消え去ったインベーダーを求めて,,,"ホスト:キダ・タロー, 探偵: 桂小枝, 位置: ",,,,,
knightscoop_20010105_635_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-05,635,1,残されたラブレター,,,"ホスト:キダ・タロー, 探偵: 桂小枝, 位置: 大阪府",,,,,
knightscoop_20010105_635_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-05,635,2,髪はナガ～イ友達,,,"ホスト:キダ・タロー, 探偵: 長原成樹, 位置: 宮城県",,,,,
knightscoop_20010105_635_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-05,635,3,好きな所へ行ってくれ！,,,"ホスト:キダ・タロー, 探偵: 北野誠, 位置: 大阪府",,,,,
knightscoop_20010112_636_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-12,636,1,魚ウジャウジャ!!,,,"ホスト:キダ・タロー, 探偵: 立原啓裕, 位置: 大阪市",,,,,
knightscoop_20010112_636_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-12,636,2,100年を語る,,,"ホスト:キダ・タロー, 探偵: 石田靖, 位置: 愛媛県",,,,,
knightscoop_20010112_636_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-12,636,3,太った人の組体操,,,"ホスト:キダ・タロー, 探偵: 松村邦洋, 位置: 兵庫県",,,,,
knightscoop_20010119_637_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-19,637,1,キツネ？イヌ？カンガルー？,,,"ホスト:桂ざこば, 探偵: 石田靖, 位置: 岡山県",,,,,
knightscoop_20010119_637_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-19,637,2,主婦が地獄の特訓!?,,,"ホスト:桂ざこば, 探偵: 北野誠, 位置: 静岡県",,,,,
knightscoop_20010119_637_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-19,637,3,こんな古い物が!!,,,"ホスト:桂ざこば, 探偵: 長原成樹, 位置: 滋賀県",,,,,
knightscoop_20010126_638_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-26,638,1,97/01/31 マネキンと結婚したい,,,"ホスト:新局長リクエスト大会, 探偵: 間寛平, 位置: 大阪市",,,,,
knightscoop_20010126_638_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-26,638,2,93/12/24 ゆで卵がブッ飛んだ!?,,,"ホスト:新局長リクエスト大会, 探偵: 桂小枝, 位置: 大阪府堺市",,,,,
knightscoop_20010126_638_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-26,638,3,96/10/25 電車より速い大和川下り,,,"ホスト:新局長リクエスト大会, 探偵: 長原成樹, 位置: 大阪府豊中市",,,,,
knightscoop_20010126_638_4,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-01-26,638,4,94/02/11 日本一周の旅に出た息子は今？,,,"ホスト:新局長リクエスト大会, 探偵: 立原啓裕, 位置: 京都府長岡京市",,,,,
knightscoop_20010202_639_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-02,639,1,命をかけたジャンケン,,,"ホスト:キダ・タロー, 探偵: 松村邦洋, 位置: 大阪府",,,,,
knightscoop_20010202_639_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-02,639,2,カッコイイお父さん,,,"ホスト:キダ・タロー, 探偵: 桂小枝, 位置: 大阪府",,,,,
knightscoop_20010202_639_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-02,639,3,新局長殿！ＳＰ企画です,,,"ホスト:キダ・タロー, 探偵: 間寛平, 位置: 大阪府",,,,,
knightscoop_20010209_640_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-09,640,1,25秒の勝負!!,,,"ホスト:円広志, 探偵: 松村邦洋, 位置: 東京都",,,,,
knightscoop_20010209_640_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-09,640,2,30半ば～40半ばの男性はヌンチャクが使える？,,,"ホスト:円広志, 探偵: 間寛平, 位置: 兵庫県",,,,,
knightscoop_20010209_640_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-09,640,3,30代の女性はピンク・レディーを踊れる？,,,"ホスト:円広志, 探偵: 間寛平, 位置: 大阪府",,,,,
knightscoop_20010209_640_4,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-09,640,4,復活!!エジソンの発明品,,,"ホスト:円広志, 探偵: 桂小枝, 位置: 兵庫県",,,,,
knightscoop_20010216_641_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-16,641,1,当たってるハズの宝くじ,,,"ホスト:キダ・タロー, 探偵: 立原啓裕, 位置: 福岡県",,,,,
knightscoop_20010216_641_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-16,641,2,小ネタ集 リポビタンＤを「シュパッ」と・・・,,,"ホスト:キダ・タロー, 探偵: 石田靖, 位置: 山形県",,,,,
knightscoop_20010216_641_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-16,641,3,小ネタ集 カスさんの表札？,,,"ホスト:キダ・タロー, 探偵: 石田靖, 位置: 大阪府",,,,,
knightscoop_20010216_641_4,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-16,641,4,小ネタ集 スカートがパラシュートに？,,,"ホスト:キダ・タロー, 探偵: 石田靖, 位置: 京都府",,,,,
knightscoop_20010216_641_5,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-16,641,5,小ネタ集 100倍カレーが甘くなる!?,,,"ホスト:キダ・タロー, 探偵: 石田靖, 位置: 山口県",,,,,
knightscoop_20010216_641_6,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-16,641,6,あなたのアレ見せて,,,"ホスト:キダ・タロー, 探偵: 北野誠, 位置: 兵庫県",,,,,
knightscoop_20010223_642_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-23,642,1,爆笑ニュース番組!?,,,"ホスト:桂ざこば, 探偵: 桂小枝, 位置: 奈良県奈良市",,,,,
knightscoop_20010223_642_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-23,642,2,新世界のハーモニカ名人,,,"ホスト:桂ざこば, 探偵: 長原成樹, 位置: 大阪府",,,,,
knightscoop_20010223_642_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-23,642,3,写真にまつわるナゾ!? おちゃめ写真は撮れるのか？,,,"ホスト:桂ざこば, 探偵: 北野誠, 位置: 大阪府",,,,,
knightscoop_20010223_642_4,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-23,642,4,写真にまつわるナゾ!? 最高の証明写真,,,"ホスト:桂ざこば, 探偵: 北野誠, 位置: 岡山県",,,,,
knightscoop_20010223_642_5,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-02-23,642,5,写真にまつわるナゾ!? 現像の時に笑われている？,,,"ホスト:桂ざこば, 探偵: 北野誠, 位置: 兵庫県",,,,,
knightscoop_20010302_643_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-02,643,1,うがいの出来ない看護婦,,,"ホスト:キダ・タロー, 探偵: 松村邦洋, 位置: 滋賀県",,,,,
knightscoop_20010302_643_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-02,643,2,なんで？ナンデ？なんで？,,,"ホスト:キダ・タロー, 探偵: 石田靖, 位置: 兵庫県",,,,,
knightscoop_20010302_643_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-02,643,3,未だ逢えぬ幻の女性,,,"ホスト:キダ・タロー, 探偵: 立原啓裕, 位置: 大阪府",,,,,
knightscoop_20010309_644_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-09,644,1,万能のウソつき男,,,"ホスト:桂ざこば, 探偵: 桂小枝, 位置: 大阪府",,,,,
knightscoop_20010309_644_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-09,644,2,髪を赤く染めてやる,,,"ホスト:桂ざこば, 探偵: 北野誠, 位置: 岐阜県",,,,,
knightscoop_20010309_644_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-09,644,3,幻の大仏ラーメン,,,"ホスト:桂ざこば, 探偵: 立原啓裕, 位置: 愛知県",,,,,
knightscoop_20010316_645_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-16,645,1,夢があふれる家造り,,,"ホスト:キダ・タロー, 探偵: 長原成樹, 位置: 大阪市",,,,,
knightscoop_20010316_645_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-16,645,2,小ネタ集 ニンニク好きの歯医者さん,,,"ホスト:キダ・タロー, 探偵: 石田靖, 位置: 京都府",,,,,
knightscoop_20010316_645_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-16,645,3,小ネタ集 恐ろしい毛穴を持つ女,,,"ホスト:キダ・タロー, 探偵: 石田靖, 位置: 大阪府",,,,,
knightscoop_20010316_645_4,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-16,645,4,小ネタ集 68歳の剛球投手,,,"ホスト:キダ・タロー, 探偵: 石田靖, 位置: 大阪府",,,,,
knightscoop_20010316_645_5,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-16,645,5,小ネタ集 スキップのスピード女王,,,"ホスト:キダ・タロー, 探偵: 石田靖, 位置: 兵庫県",,,,,
knightscoop_20010316_645_6,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-16,645,6,小ネタ集 音痴を治す発明家,,,"ホスト:キダ・タロー, 探偵: 石田靖, 位置: 和歌山県",,,,,
knightscoop_20010316_645_7,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-16,645,7,驚異！ナワトビ先生,,,"ホスト:キダ・タロー, 探偵: 松村邦洋, 位置: 愛媛県",,,,,
knightscoop_20010323_646_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-23,646,1,98/08/28 79歳の瀬戸内海横断,,,"ホスト:総集編, 探偵: 石田靖, 位置: 大阪府門真市",,,,,
knightscoop_20010323_646_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-23,646,2,00/05/19 箕面にあんなモノが!?,,,"ホスト:総集編, 探偵: 長原成樹, 位置: 大阪府",,,,,
knightscoop_20010323_646_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-23,646,3,98/07/24 「愛してる」と言って!!,,,"ホスト:総集編, 探偵: 立原啓裕, 位置: 大阪市港区",,,,,
knightscoop_20010323_646_4,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-23,646,4,00/10/13 恐るべき老人!? もの凄いマジックのおじいちゃん,,,"ホスト:総集編, 探偵: 桂小枝, 位置: 福岡県",,,,,
knightscoop_20010330_647_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-30,647,1,オレは男だ!!,,,"ホスト:円広志, 探偵: 松村邦洋, 位置: 愛知県",,,,,
knightscoop_20010330_647_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-30,647,2,イカと父の想い出,,,"ホスト:円広志, 探偵: 立原啓裕, 位置: 大阪府",,,,,
knightscoop_20010330_647_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-03-30,647,3,ホクロの法則？,,,"ホスト:円広志, 探偵: 長原成樹, 位置: 宮城県",,,,,
knightscoop_20010406_648_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-04-06,648,1,素晴らしき二人旅,,,"ホスト:キダ・タロー, 探偵: 北野誠, 位置: 大阪府",,,,,
knightscoop_20010406_648_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-04-06,648,2,そんな焼肉パーティー!?,,,"ホスト:キダ・タロー, 探偵: 間寛平, 位置: 兵庫県",,,,,
knightscoop_20010406_648_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-04-06,648,3,スキー場で哀愁でいと,,,"ホスト:キダ・タロー, 探偵: 石田靖, 位置: 和歌山県",,,,,
knightscoop_20010413_649_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-04-13,649,1,５分間の大勝負!!,,,"ホスト:角田信朗, 探偵: 北野誠, 位置: 大阪府",,,,,
knightscoop_20010413_649_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-04-13,649,2,ウサギよ！眠れ！,,,"ホスト:角田信朗, 探偵: 石田靖, 位置: 滋賀県",,,,,
knightscoop_20010413_649_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-04-13,649,3,チカンから救ってくれた人,,,"ホスト:角田信朗, 探偵: 長原成樹, 位置: 兵庫県",,,,,
knightscoop_20010420_650_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-04-20,650,1,美しき乙女の想い,,,"ホスト:キダ・タロー, 探偵: 立原啓裕, 位置: 大阪府",,,,,
knightscoop_20010420_650_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-04-20,650,2,塩カラをくれ!!,,,"ホスト:キダ・タロー, 探偵: 桂小枝, 位置: 山口県",,,,,
knightscoop_20010420_650_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-04-20,650,3,88歳のイージーライダー!?,,,"ホスト:キダ・タロー, 探偵: 松村邦洋, 位置: 愛知県",,,,,
knightscoop_20010427_651_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-04-27,651,1,天才ゴルフ少年登場,,,"ホスト:オスマン・
サンコン, 探偵: 間寛平, 位置: 奈良県奈良市",,,,,
knightscoop_20010427_651_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-04-27,651,2,4000個への想い,,,"ホスト:オスマン・
サンコン, 探偵: 立原啓裕, 位置: 兵庫県明石市",,,,,
knightscoop_20010427_651_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-04-27,651,3,戦火をくぐり抜けた文通,,,"ホスト:オスマン・
サンコン, 探偵: 北野誠, 位置: 大阪府",,,,,
knightscoop_20010504_652_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-04,652,1,お宝を掘り出せ!!,,,"ホスト:桂ざこば, 探偵: 長原成樹, 位置: 大分県",,,,,
knightscoop_20010504_652_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-04,652,2,未だ美しき桜,,,"ホスト:桂ざこば, 探偵: 桂小枝, 位置: 兵庫県",,,,,
knightscoop_20010504_652_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-04,652,3,小ネタ集 甲子園に武田鉄矢と仲本工事!?,,,"ホスト:桂ざこば, 探偵: 松村邦洋, 位置: 東京都",,,,,
knightscoop_20010504_652_4,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-04,652,4,小ネタ集 「お前はアホか」は音声認識パソコンに表示される!?,,,"ホスト:桂ざこば, 探偵: 松村邦洋, 位置: 兵庫県",,,,,
knightscoop_20010504_652_5,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-04,652,5,小ネタ集 大阪の人はみんな「お前はアホか」をできる,,,"ホスト:桂ざこば, 探偵: 松村邦洋, 位置: 長野県",,,,,
knightscoop_20010511_653_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-11,653,1,恐怖の必殺パンチ!?,,,"ホスト:桂ざこば, 探偵: 間寛平, 位置: 大阪府",,,,,
knightscoop_20010511_653_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-11,653,2,小ネタ集 蚊に刺されても平気な男,,,"ホスト:桂ざこば, 探偵: 桂小枝, 位置: 京都府",,,,,
knightscoop_20010511_653_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-11,653,3,小ネタ集 チャーハン付きやきめし？,,,"ホスト:桂ざこば, 探偵: 桂小枝, 位置: 京都府",,,,,
knightscoop_20010511_653_4,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-11,653,4,小ネタ集 タバコの煙で血液型が分かる？,,,"ホスト:桂ざこば, 探偵: 桂小枝, 位置: 大阪府",,,,,
knightscoop_20010511_653_5,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-11,653,5,小ネタ集 駅からダッシュで90秒？,,,"ホスト:桂ざこば, 探偵: 桂小枝, 位置: 広島県",,,,,
knightscoop_20010511_653_6,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-11,653,6,僕を尊敬してくれ!!,,,"ホスト:桂ざこば, 探偵: 長原成樹, 位置: 大阪府",,,,,
knightscoop_20010518_654_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-18,654,1,魚をつかむ老婆!?,,,"ホスト:キダ・タロー, 探偵: 北野誠, 位置: 兵庫県",,,,,
knightscoop_20010518_654_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-18,654,2,世界一おいしいメロンパン,,,"ホスト:キダ・タロー, 探偵: 立原啓裕, 位置: 大阪府",,,,,
knightscoop_20010518_654_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-18,654,3,少女とカエルの物語,,,"ホスト:キダ・タロー, 探偵: 松村邦洋, 位置: 大阪府",,,,,
knightscoop_20010525_655_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-25,655,1,01/04/06 素晴らしき二人旅,,,"ホスト:キダ・タロー, 探偵: 北野誠, 位置: 大阪府",,,,,
knightscoop_20010525_655_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-25,655,2,01/02/09 30半ば～40半ばの男性はヌンチャクが使える？,,,"ホスト:キダ・タロー, 探偵: 間寛平, 位置: 兵庫県",,,,,
knightscoop_20010525_655_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-25,655,3,01/02/09 30代の女性はピンク・レディーを踊れる？,,,"ホスト:キダ・タロー, 探偵: 間寛平, 位置: 大阪府",,,,,
knightscoop_20010525_655_4,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-05-25,655,4,01/05/04 未だ美しき桜,,,"ホスト:キダ・タロー, 探偵: 桂小枝, 位置: 兵庫県",,,,,
knightscoop_20010601_656_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-06-01,656,1,爆笑！ストリート・ファイト,,,"ホスト:円広志, 探偵: 立原啓裕, 位置: 大阪府",,,,,
knightscoop_20010601_656_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-06-01,656,2,90歳のお遊戯,,,"ホスト:円広志, 探偵: 北野誠, 位置: 大阪府堺市",,,,,
knightscoop_20010601_656_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-06-01,656,3,タン、タン、たぬきの・・・!?,,,"ホスト:円広志, 探偵: 桂小枝, 位置: 大阪府",,,,,
knightscoop_20010608_657_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-06-08,657,1,恐るべき名馬！,,,"ホスト:キダ・タロー, 探偵: 長原成樹, 位置: 京都府",,,,,
knightscoop_20010608_657_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-06-08,657,2,キスして欲しい,,,"ホスト:キダ・タロー, 探偵: 石田靖, 位置: 京都府",,,,,
knightscoop_20010608_657_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-06-08,657,3,さあ！何を描く？,,,"ホスト:キダ・タロー, 探偵: 松村邦洋, 位置: 大阪府",,,,,
knightscoop_20010615_658_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-06-15,658,1,貯金箱を返せ!!,,,"ホスト:桂ざこば, 探偵: 石田靖, 位置: 大阪府",,,,,
knightscoop_20010615_658_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-06-15,658,2,幻のオモチャ屋さん？,,,"ホスト:桂ざこば, 探偵: 北野誠, 位置: 滋賀県",,,,,
knightscoop_20010615_658_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-06-15,658,3,オープンカーはパラダイス!?,,,"ホスト:桂ざこば, 探偵: 桂小枝, 位置: 高知県",,,,,
knightscoop_20010622_659_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-06-22,659,1,僕を支えてくれた・・・,,,"ホスト:キダ・タロー, 探偵: 松村邦洋, 位置: 宮崎県",,,,,
knightscoop_20010622_659_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-06-22,659,2,久々登場！取り立て屋,,,"ホスト:キダ・タロー, 探偵: 長原成樹, 位置: 大阪市",,,,,
knightscoop_20010622_659_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-06-22,659,3,道路にらくだ!?,,,"ホスト:キダ・タロー, 探偵: 立原啓裕, 位置: 滋賀県",,,,,
knightscoop_20010622_659_4,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-06-22,659,4,黄身２つだらけ!?,,,"ホスト:キダ・タロー, 探偵: 立原啓裕, 位置: 大阪府",,,,,
knightscoop_20010629_660_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-06-29,660,1,幻のアイドル親衛隊,,,"ホスト:角田信朗, 探偵: 北野誠, 位置: 愛知県",,,,,
knightscoop_20010629_660_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-06-29,660,2,カパッ！とはまった？,,,"ホスト:角田信朗, 探偵: 松村邦洋, 位置: 神戸市",,,,,
knightscoop_20010629_660_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-06-29,660,3,奇妙な生物で精力絶倫!?,,,"ホスト:角田信朗, 探偵: 石田靖, 位置: 京都府",,,,,
knightscoop_20010706_661_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-07-06,661,1,逆立つ老婆!?,,,"ホスト:キダ・タロー, 探偵: 長原成樹, 位置: 京都府",,,,,
knightscoop_20010706_661_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-07-06,661,2,運命を決めた絵,,,"ホスト:キダ・タロー, 探偵: 立原啓裕, 位置: 大阪市",,,,,
knightscoop_20010706_661_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-07-06,661,3,ワシが一番なんじゃ!!,,,"ホスト:キダ・タロー, 探偵: 桂小枝, 位置: 大阪府",,,,,
knightscoop_20010713_662_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-07-13,662,1,ついに大スクープが!? 鎌倉時代の名刀!?,,,"ホスト:舞の海, 探偵: 石田靖, 位置: 大阪府",,,,,
knightscoop_20010713_662_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-07-13,662,2,ついに大スクープが!? 宝物だらけのホテル,,,"ホスト:舞の海, 探偵: 石田靖, 位置: 香川県",,,,,
knightscoop_20010713_662_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-07-13,662,3,レイクにかける青春？,,,"ホスト:舞の海, 探偵: 松村邦洋, 位置: 奈良県",,,,,
knightscoop_20010713_662_4,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-07-13,662,4,アレを出した魚!?,,,"ホスト:舞の海, 探偵: 長原成樹, 位置: 神戸市",,,,,
knightscoop_20010727_663_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-07-27,663,1,01/03/30 オレは男だ!!,,,"ホスト:再放送, 探偵: 松村邦洋, 位置: 愛知県",,,,,
knightscoop_20010727_663_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-07-27,663,2,01/03/30 イカと父の想い出,,,"ホスト:再放送, 探偵: 立原啓裕, 位置: 大阪府",,,,,
knightscoop_20010727_663_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-07-27,663,3,01/03/30 ホクロの法則？,,,"ホスト:再放送, 探偵: 長原成樹, 位置: 宮城県",,,,,
knightscoop_20010803_664_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-08-03,664,1,名人と相撲で勝負！,,,"ホスト:キダ・タロー, 探偵: 北野誠, 位置: 大阪市",,,,,
knightscoop_20010803_664_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-08-03,664,2,見よ！この必殺技！,,,"ホスト:キダ・タロー, 探偵: 桂小枝, 位置: 大阪府",,,,,
knightscoop_20010803_664_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-08-03,664,3,恐るべき宝の家!?,,,"ホスト:キダ・タロー, 探偵: 間寛平, 位置: 大阪府",,,,,
knightscoop_20010810_665_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-08-10,665,1,恐ろしいソース,,,"ホスト:三國連太郎, 探偵: 長原成樹, 位置: 京都府",,,,,
knightscoop_20010810_665_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-08-10,665,2,今は亡き祖父母の写真,,,"ホスト:三國連太郎, 探偵: 北野誠, 位置: 鹿児島県",,,,,
knightscoop_20010810_665_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-08-10,665,3,そんなアホな！,,,"ホスト:三國連太郎, 探偵: 桂小枝, 位置: 大阪府",,,,,
knightscoop_20010817_666_1,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-08-17,666,1,きしめんが動く??,,,"ホスト:宮沢りえ, 探偵: 立原啓裕, 位置: 大阪府",,,,,
knightscoop_20010817_666_2,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-08-17,666,2,ハスがポン!?,,,"ホスト:宮沢りえ, 探偵: 石田靖, 位置: 岡山県",,,,,
knightscoop_20010817_666_3,knightscoop,KNIGHT SCOOP,探偵!ナイトスクープ,2001-08-17,666,3,地獄のウスおろし!?,,,"ホスト:宮沢りえ, 探偵: 松村邦洋, 位置: 奈良県",,,,,
